Name;Vote Account;Identity;REV;Inflation;MEV;Tx;User Tx;Vote Tx;Pri Fees;Sig Fees;Rewards;Stake;Votes;Latency;CU;Leader Slots;actual_stake_sol;stake_rank;mev_rank;rev_rank;inflation_pct;sig_fees_pct;priority_fees_pct;mev_pct;rev_pct;is_top10_stake;is_top20_stake;is_top50_stake;is_top10_mev;is_top20_mev;is_top50_mev;is_top10_rev;is_top20_rev;is_top50_rev
;6TBdCtZjNYRoh97hJ3RHN992nwzC4oaj74hMnbnrJsE8;AG1PsJMQcutNUX64RD3bAhW7NpxWeFkqkgGizBznYFKW;0.34667789516129033;0.3053468951612903;9.98e-05;930.0;152.0;778.0;0.0388322;0.0024029;0.0412312;958.0;1730.0;1.01;4239357.0;248.0;237584;253;731;389;40.6;0.39;95.79;3.95;49.01;0;0;0;0;0;0;0;0;0
Orbyval;D3wscqsBCJGFzzoB7dB7wQfJzSEFVzu8Rxugfnfk7rdm;8cqck84coxk8TGXYBD95QosKCEA6fKwXLevcEv3oGmu8;0.3465822129310345;0.3139385129310345;0.0023465;1240.0;464.0;775.0;0.0270614;0.0032478;0.0302972;985.0;925.0;1.01;30888176.0;464.0;457040;157;562;390;49.54;10.0;81.71;26.18;48.88;0;0;0;0;0;0;0;0;0
Nansen | Stake to Stack Points;2NxEEbhqqj1Qptq5LXLbDTP5tLa9f7PqkU8zNgxbGU9P;CoG8d9Fp2TFJRkAmrPMiPsGhQWHzdTTVoegEp9svRgmJ;0.3463766;0.3173279;0.0044681;1302.0;533.0;769.0;0.0211651;0.0034276;0.0245806;996.0;166.0;1.01;34360258.0;2600.0;2589600;36;371;391;53.61;48.68;54.21;51.32;48.75;0;0;1;0;0;0;0;0;0
Everstake;9QU2QSxhb24FUX3Tu2FpczXjpK3VYrvRudywSZaM29mF;EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4;0.34636696521044225;0.31292386521044224;0.0071911;1338.0;570.0;768.0;0.0227371;0.0035279;0.026252;982.0;57.0;1.011;35424749.0;7508.0;7372856;6;176;392;48.23;82.24;64.34;76.97;48.62;1;1;1;0;0;0;0;0;0
Anagram Staking;4AUED4uj6nSTuANzaAUnGBPJQRmhpDYDwoWJNkoUUBBW;ana2y2YvQ3ZPMwm6qhnN3nJoUSiT3qx5Pvetkq9xcfY;0.34634540393873087;0.2989726039387309;0.0200564;1413.0;639.0;774.0;0.0235955;0.0037344;0.0273164;940.0;234.0;1.011;39091223.0;1828.0;1718320;65;19;393;33.77;98.16;69.08;97.63;48.49;0;0;0;0;1;1;0;0;0
;2Bgb4T6Zdy9iy2S3xxDRpwdgQHpitoDnZt5aBnCwv3Ez;ETuPS3kRfLufz5VSYN2ZrePoEVSZSpgVPKz3MUZpYe3x;0.3463370361111111;0.3037667361111111;0.0177321;1343.0;569.0;773.0;0.0213216;0.0035291;0.0248382;954.0;1489.0;1.011;34896264.0;288.0;274752;220;31;394;37.98;82.63;54.87;96.05;48.36;0;0;0;0;0;1;0;0;0
Allnodes ⚡️ 0% fee;6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ;vu1sGn2f1Xim6voHNLt4nLn38zNkYdLasU7hEr1TC2D;0.34620565739910314;0.31860645739910315;0.0062399;1254.0;483.0;770.0;0.0180859;0.0032849;0.0213593;1000.0;481.0;1.009;31038725.0;892.0;892000;104;224;395;54.4;13.29;32.11;70.66;48.23;0;0;0;0;0;0;0;0;0
;J4ZJRgLhBcwFQpesq9jSWhian4czdVFJ2eo3WvhomQNq;anatWca4MKScN6y6zo5GEoao5ABy1BLHYLz5s2DnjZA;0.3460202;0.318651;0.0017409;1227.0;461.0;765.0;0.0223929;0.0032461;0.0256283;999.0;21414.0;1.014;31576052.0;20.0;19980;736;645;396;54.66;9.74;62.11;15.26;48.09;0;0;0;0;0;0;0;0;0
Sphere;SPHEREcukWjz5VUiGU7Kh3fWeN4neyNw1ma2qQHXmrH;SPHERExTW7GaMgS4RN6MbghYvXU2REfFWHgpxMH1P69;0.3459634545454545;0.3059204545454545;0.0091985;1331.0;563.0;768.0;0.0273285;0.0035282;0.0308445;961.0;2421.0;1.026;36213109.0;176.0;169136;356;121;397;41.26;82.37;82.63;84.21;47.96;0;0;0;0;0;0;0;0;0
myhauz;BdM7KCd6ZYWcaCMmHVi8YeL4jFzDVM9cRLJUeRAGSvMS;AmhQFcGvH2hjkucP78rn6GMKSbstYwyFpCDVKZUwBGrG;0.345625;0.314858;0.0046952;1382.0;611.0;770.0;0.0224759;0.0036075;0.0260718;988.0;4254.0;1.025;37041377.0;100.0;98800;492;342;398;50.59;92.37;63.03;55.13;47.83;0;0;0;0;0;0;0;0;0
Upbit Staking;GHViLgbrJdZDPb6sphRbeuPNM9cmjsFuGWzrTF1sKF5n;5Cchr1XGEg7dbBXByV5NY2ad8jfxAM7HA3x8D56rq9Ux;0.345580412244898;0.319976312244898;0.0;1293.0;530.0;762.0;0.022209;0.0034071;0.0256041;1004.0;85.0;1.053;33788541.0;4900.0;4919600;14;750;399;56.37;41.05;59.87;0.0;47.7;0;1;1;0;0;0;0;0;0
Unit 261;DvFTFLrEQSfEadPQdesvf5bpYWYqXK9iaJAjq95piQBs;4vdWYn2KbmQ3Dns5wVBfz4CFQDds4b7CpsC8MHBhHAib;0.3453953923076923;0.31098269230769227;0.0120584;1307.0;544.0;763.0;0.0189048;0.00346;0.0223543;975.0;8161.0;1.031;33359091.0;52.0;50700;658;67;400;45.73;62.89;36.84;91.32;47.57;0;0;0;0;0;0;0;0;0
Guardian Validator;gVot34jauJpexBL2YUSPBKsmZ4V2ffmDcRk4yfSEnx8;gVALrRd3xq4D62KJNGDCpMMGz976w2x1Vo79mSNn4bh;0.3452460857142857;0.32071428571428573;0.0060751;1325.0;588.0;736.0;0.0149107;0.0035579;0.0184567;1006.0;7079.0;1.173;36112309.0;56.0;56336;640;234;401;56.77;87.63;13.16;69.34;47.44;0;0;0;0;0;0;0;0;0
fd1.zip 📦;fdvtuDvWJZ89Z7TmeLjCwxgoLcmoEWNxruV48DvJtfm;fdzip81euDS8jEZHx5H1mn27zGVMLzkgpQuzYRBfBYG;0.34523772391304347;0.30229842391304346;0.0024308;1312.0;526.0;785.0;0.0370679;0.0034528;0.0405085;948.0;2331.0;1.011;31825753.0;184.0;174432;347;550;402;36.93;58.95;94.74;27.76;47.31;0;0;0;0;0;0;0;0;0
Dust Eleven;dstqVmt3cDH43Ux2SeTY2Hza1eVW6pwGLwehWCLfuPd;dst2u7mXMyDvb14cSErRNA1mxH1d5VXbSXgZ3DKE9xH;0.3452111125;0.3087978125;0.0108289;1319.0;552.0;766.0;0.0221474;0.0034499;0.0255844;969.0;6698.0;1.012;36307083.0;64.0;62016;614;82;403;44.15;57.76;59.47;89.34;47.17;0;0;0;0;0;0;0;0;0
;72LbWsZFEyB7xrB9ggeoPUrSw2vzPEnsPJJHZo1svkM7;5ejbTALcBsKQ7Cj1iSuu2mY5jqbYHqh9gF5ERXLiYj1z;0.3448898303030303;0.3179430303030303;0.0015962;1310.0;542.0;767.0;0.0219197;0.0034434;0.0253506;997.0;170.0;1.014;35242839.0;2508.0;2500476;42;668;404;53.88;54.87;58.29;12.24;47.04;0;0;1;0;0;0;0;0;0
Stakin by The Tie;4PsiLMyoUQ7QRn1FFiFCvej4hsUTFzfvJnyN4bj1tmSN;23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er;0.34420963566433566;0.32108683566433566;0.0016318;1315.0;544.0;771.0;0.0180579;0.0034451;0.021491;1024.0;760.0;1.011;34604918.0;572.0;585728;135;664;405;57.56;55.39;31.97;12.76;46.91;0;0;0;0;0;0;0;0;0
DawnLabs | 0% Fee + Block Rewards Sharing;8zuMRTXThoPTTPLLvaiKiJshLLCqGMt9BdRjjCL19xBc;4k6wgP5WPBKQpsFGtzuXNrjcTE2fKWLj17nDvFeG5zSF;0.3441311447368421;0.3052116447368421;0.0085175;1313.0;555.0;758.0;0.0269565;0.0034589;0.030402;957.0;2823.0;1.012;35755402.0;152.0;145464;398;136;406;40.08;62.24;80.92;82.24;46.78;0;0;0;0;0;0;0;0;0
;6jzDwKeR21EFHwaRgZMefMxJ9D2vnQRqfYxkpUuJppPh;BUv44cVtsdvU9z2BfFGk6s5JZZWrmVnq5qCaii5ARyyB;0.3440491431451613;0.3111641431451613;0.0062076;1289.0;522.0;766.0;0.023297;0.0033928;0.0266774;976.0;216.0;1.009;34335679.0;1984.0;1936384;59;227;407;46.12;36.84;67.37;70.26;46.65;0;0;0;0;0;0;0;0;0
EAT TRIBE;EATzgj3KL3NAkaSKv8JFXPJahGueMbvTdVZj4zD9nQiV;EATpCzQNs8BzZh1mx1hXMAJm3o1MLXakTXr4UEmcsY7f;0.34402108947368415;0.3235207894736842;0.003073;1291.0;524.0;767.0;0.0140115;0.0034264;0.0174273;1015.0;5616.0;1.019;33643395.0;76.0;77140;553;491;408;59.0;47.89;9.74;35.53;46.52;0;0;0;0;0;0;0;0;0
AG 0% fee + ALL MEV profit share;F5b1wSUtpaYDnpjLQonCZC7iyFvizLcNqTactZbwSEXK;G2TBEh2ahNGS9tGnuBNyDduNjyfUtGhMcssgRb8b6KfH;0.3439381426356589;0.3173080426356589;0.0021897;1320.0;549.0;771.0;0.0209745;0.0034787;0.0244404;1016.0;415.0;1.013;35628831.0;1032.0;1048512;91;576;409;53.48;69.61;52.63;24.34;46.39;0;0;0;0;0;0;0;0;0
johndoe;EcjtYtuxBuupjeyXNdttATwoQoNL5Ck7bmrqDCj3ALT4;9ppJrpsbbuGNjiMhhD52Ueco4KXUzVfrtNQ6tAcDab4f;0.3438366032258064;0.3158904032258064;0.0063416;1373.0;615.0;757.0;0.0180228;0.0035948;0.0216046;998.0;3456.0;1.014;38149015.0;124.0;123752;439;221;410;51.77;91.71;31.58;71.05;46.25;0;0;0;0;0;0;0;0;0
OtterSec;23XqhxnRHt5gQWHowvyRHDX4Ky6BZyFdYxjTzxx2QEFr;3psxMyr7rQzywVp1MXKd1XFmFz33NjydzCoJx9t2sMQW;0.3437494878136201;0.30374458781362007;0.005803;1325.0;551.0;773.0;0.0307253;0.0034888;0.0342019;954.0;383.0;1.014;31507568.0;1116.0;1064664;89;255;411;37.84;73.16;88.82;66.58;46.12;0;0;0;0;0;0;0;0;0
Orangefin by SOL Strategies;oRAnGeU5h8h2UkvbfnE5cjXnnAa4rBoaxmS4kbFymSe;DB7DNWMVQASMFxcjkwdr4w4eg3NmfjWTk2rqFMMbrPLA;0.3436843142857143;0.3198664142857143;0.0040227;1297.0;529.0;767.0;0.0163955;0.0034116;0.0197952;1004.0;613.0;1.01;34298087.0;700.0;702800;120;404;412;56.11;43.42;20.53;46.97;45.99;0;0;0;0;0;0;0;0;0
;G9x1mqewTeVnXLmv3FamYD5tq1AdS395RHH3MLQPj6TY;BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH;0.3435478673652695;0.3088825673652695;0.0032857;1343.0;565.0;777.0;0.0278586;0.0035335;0.0313796;969.0;107.0;1.009;34664791.0;4008.0;3883752;18;474;413;44.28;83.29;83.42;37.76;45.86;0;1;1;0;0;0;0;0;0
DoubleZero x Temporal;DZVSbEJQfAFftodtveLseuzc1Beqm239usKJhx9TiBRL;DZv25oNCWFvGXu9tH63BiAXvG94syweGZhbvdN3HxDxT;0.34329122228260867;0.3099876222826087;0.0027357;1366.0;582.0;784.0;0.0269854;0.0035956;0.0305679;972.0;575.0;1.034;35145435.0;736.0;715392;116;530;414;45.34;91.97;81.18;30.39;45.73;0;0;0;0;0;0;0;0;0
bloXroute US;DSzLJLUQD55sxaCsJBHLFSV1SYngMmT7oY8rLpFhyGgb;DCdTPyDbXNHrmdv4ZyPPzEfY4mPAqH4hDPtowAteoNgv;0.34293498653846155;0.30525908653846157;0.0105567;1326.0;553.0;773.0;0.023648;0.0034821;0.0271192;958.0;2097.0;1.015;31278403.0;208.0;199264;302;87;415;40.21;70.53;69.61;88.68;45.6;0;0;0;0;0;0;0;0;0
Anode ⚡️ Beta;AnodeNCzJGQ7QwheFqJr6EknKGa72m6XHiLtDQiXcmEc;6Rk694kh1QTyQkirdb1uDZmS5xqG9bNaYtxx8d311Mr7;0.3429305285714286;0.3209414285714286;0.0050007;1321.0;561.0;760.0;0.0135441;0.0034558;0.0169884;1007.0;5066.0;1.023;34132683.0;84.0;84588;525;305;416;57.16;60.39;7.76;60.0;45.47;0;0;0;0;0;0;0;0;0
LakeStake;LAKEuKJQYVFpf4vyjX7iuf9ajHo3k9FiyewYKf6VxPV;Lake8NXDThihebhxS3Js7mFnj9fthmus93zEdsFNrsL;0.34277627258064514;0.30658407258064513;0.0034786;1305.0;541.0;763.0;0.02929;0.0034346;0.0327136;962.0;1719.0;1.021;34201537.0;248.0;238576;251;452;417;41.79;51.45;85.79;40.66;45.34;0;0;0;0;0;0;0;0;0
binance staking;3N7s9zXMZ4QqvHQR15t5GNHyqc89KduzMP7423eWiD5g;DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy;0.34270859446935725;0.30915579446935726;0.0053046;1293.0;524.0;768.0;0.0248521;0.0034078;0.0282482;974.0;31.0;1.116;33581660.0;13380.0;13032120;3;284;418;44.42;41.58;74.08;62.76;45.2;1;1;1;0;0;0;0;0;0
Gleam;G1EAMrJcvzs5SwqAQRgDTjYBEGrxxJVwNS7qiUtB3akg;G1eAmANVWf6ZeoxG4aMbS1APauyEDHqLxHFytzk5hZqN;0.3424496142857143;0.30141321428571427;0.00925;1291.0;558.0;733.0;0.0283489;0.0034475;0.0317864;945.0;7442.0;1.056;35118161.0;56.0;52920;653;118;419;36.27;56.71;84.47;84.61;45.07;0;0;0;0;0;0;0;0;0
;FsT844wGgZg7MLR9Uc9T9qHQxmSoFVanhfgAEQvS966r;A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC;0.342435304664723;0.309736304664723;0.0034333;1342.0;570.0;772.0;0.0257297;0.0035488;0.0292657;975.0;313.0;1.011;36414448.0;1372.0;1337700;79;454;420;45.07;86.58;77.76;40.39;44.94;0;0;0;0;0;0;0;0;0
Overclock;AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t;C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA;0.34243009746192893;0.3124964974619289;0.0055625;1285.0;517.0;767.0;0.0209958;0.0033866;0.0243711;996.0;272.0;1.012;33709807.0;1576.0;1569696;67;267;421;47.7;34.34;52.89;65.0;44.81;0;0;0;0;0;0;0;0;0
Chorus One;Chorus6Kis8tFHA7AowrPMcRJk3LbApHTYpgSNXzY5KE;ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n;0.34235359411764704;0.30485329411764706;0.0096417;1344.0;572.0;771.0;0.0243353;0.0035366;0.0278586;956.0;316.0;1.01;35576909.0;1360.0;1300160;84;106;422;39.29;84.21;72.5;86.18;44.68;0;0;0;0;0;0;0;0;0
;1ggyFRMuSB33BM6oNiDTt9YovbJnYoVow6yEsHhkaFh;1ggyZGbYtEo1WrV1kmXfnvhPeSPxrYAXoDBeApnszLT;0.3420856333333333;0.3079658333333333;0.0022468;1402.0;635.0;767.0;0.0281834;0.0037025;0.031873;971.0;4221.0;1.238;36815406.0;96.0;93216;506;572;423;43.23;97.37;83.95;24.87;44.55;0;0;0;0;0;0;0;0;0
BrewlabsHQ;votem3UdGx5xWFbY9EFbyZ1X2pBuswfR5yd2oB3JAaj;icex1C6pnZxznQWiHZZANjGU8nZ8kNquFnjyY7XXrXE;0.3420361238095238;0.3139420238095238;0.0070323;1336.0;575.0;761.0;0.0175549;0.0035175;0.0210618;990.0;4789.0;1.366;30150470.0;84.0;83160;531;183;424;49.67;80.0;28.42;76.05;44.42;0;0;0;0;0;0;0;0;0
Kraken;KRAKEnMdmT4EfM8ykTFH6yLoCd5vNLcQvJwF66Y2dag;krakeNd6ednDPEXxHAmoBs1qKVM8kLg79PvWF2mhXV1;0.3417807649072753;0.3123020649072753;0.0057677;1313.0;546.0;766.0;0.0202655;0.0034578;0.023711;980.0;153.0;1.012;35148127.0;2804.0;2747920;32;257;425;47.31;61.58;47.37;66.32;44.28;0;0;1;0;0;0;0;0;0
Anza;anza1Vgz2kcN9Qo6ECvf43v8RxBzQ7UpvxFoxJtLmGz;anza1rXDVhy1NfVNtsbT3kSBh2jgB1BGZUKuUibSAJd;0.34174306161616164;0.3139536616161616;0.001533;1318.0;547.0;771.0;0.0227972;0.0034726;0.0262564;986.0;1082.0;1.013;35428009.0;396.0;390456;168;677;426;49.8;67.37;65.0;11.05;44.15;0;0;0;0;0;0;0;0;0
;CKYFpKErmUn75nS3uNcNCPXUxWSpuBqbwMM3QnwPEFHX;BkoS26vBuaXnSowACdChi4WKid8UwmuPNhEJWa8KsLHd;0.34154910105708247;0.3136140010570825;0.0021811;1314.0;541.0;773.0;0.0223044;0.0034625;0.025754;988.0;113.0;1.018;35176798.0;3784.0;3738592;22;578;427;49.01;63.95;61.05;24.08;44.02;0;0;1;0;0;0;0;0;0
;HimWQUK61d9wxhw7EYu9jUje7xQiDs4jKexaTSvuCmXE;9rkJMARqK6VBkcxGfKBAwnA44gPAfGxPbPsfsggFNDSQ;0.3409185064102564;0.3125290064102564;0.0017318;1315.0;543.0;772.0;0.0231994;0.003471;0.0266577;987.0;91.0;1.016;35277164.0;4680.0;4619160;15;647;428;47.83;66.97;66.97;15.0;43.89;0;1;1;0;0;0;0;0;0
Staking Facilities | MEV 🔥;DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a;Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM;0.34076839388249547;0.31124009388249546;0.0022614;1321.0;547.0;774.0;0.0238085;0.0034708;0.0272669;1000.0;65.0;1.019;34943833.0;6604.0;6604000;10;569;429;46.25;66.58;70.0;25.26;43.76;1;1;1;0;0;0;0;0;0
Tane;6AAeoHYMUQfSdFGqubUmWVAasFkzJEq47oKpHNNTZxLN;DnQBmTJyLbBMgJYQLJDqJz25AJModNkyexL5LdVRGnG4;0.34072081428571427;0.31133371428571427;0.0105522;1281.0;554.0;727.0;0.0154941;0.0033517;0.0188349;977.0;2965.0;1.066;36777702.0;140.0;136780;411;88;430;46.52;24.34;16.32;88.55;43.63;0;0;0;0;0;0;0;0;0
SkipLine;sdo2QoiSsPknraeCts5GeBkV3AYDdtuxJ3VpYCS1CxR;4SgoyAwN26iu9Gpf12Bk1rnzp4G4yDUM3XVv4w7VQcAf;0.3406807333333333;0.29486833333333334;0.0033727;1322.0;556.0;765.0;0.0389793;0.0034714;0.0424397;925.0;6705.0;1.115;34404397.0;60.0;55500;643;464;431;30.09;67.24;96.05;39.08;43.5;0;0;0;0;0;0;0;0;0
Syncnode | 0% Fees  | Genesis Validator;7PmWxxiTneGteGxEYvzj5pGDVMQ4nuN9DfUypEXmaA8o;8GLRbAstsabZuZUx73AoyfGi1FRCWSUhRgMugFyofEz7;0.34059202631578944;0.31279052631578946;0.0047996;1280.0;515.0;765.0;0.0196415;0.0033727;0.0230019;991.0;1881.0;1.012;34112575.0;228.0;225948;263;329;432;48.09;31.18;41.58;56.84;43.36;0;0;0;0;0;0;0;0;0
Citizen Node;CtzNnqzSLwNtkzi2yEWvq4w3GYQ5gSpCagqFZ5TbdSKb;CtzN7ysR5rX69qd168Aosbuc83mPozhi81bEHbG7ecNP;0.34058626315789475;0.31392276315789475;0.0082615;1195.0;473.0;722.0;0.0152764;0.0031358;0.018402;985.0;5477.0;1.057;29720793.0;76.0;74860;563;141;433;49.41;4.08;14.74;81.58;43.23;0;0;0;0;0;0;0;0;0
GERSIA;GZgVV7MMweKm11hh8z8Nui9kRo3VxUVr2qgmkDdtJesa;7HMHSdQkjDwz9Q5zAhEy83uzW3XHJchjdpMYapKXcKt5;0.34057408888888885;0.31466638888888887;0.0075095;1303.0;540.0;762.0;0.0149647;0.0034453;0.0183982;987.0;2947.0;1.029;31738642.0;144.0;142128;403;165;434;50.33;55.53;13.29;78.42;43.1;0;0;0;0;0;0;0;0;0
Yonta Labs - LST 0%Fee MEV -;BeSov1og3sEYyH9JY3ap7QcQDvVX8f4sugfNPf9YLkcV;BeSovDCzhEAfgwDyXBuhmCFKsu5WQ3PaX61GEfteNzXM;0.34038495303030303;0.304906553030303;0.003941;1278.0;515.0;763.0;0.0281972;0.0033508;0.0315374;957.0;1617.0;1.018;32808641.0;264.0;252648;242;411;435;39.42;23.68;84.08;46.05;42.97;0;0;0;0;0;0;0;0;0
;iZADA4YKVRJZJaDUV3j79DzyK4VJkK3DGTfvvqvbC1K;5EhGYUyQNrxgUbuYF4vbL2SZDT6RMfhq3yjeyevvULeC;0.3401825990394878;0.30579319903948776;0.0086654;1285.0;559.0;725.0;0.0223418;0.0033938;0.025724;959.0;111.0;1.05;34920035.0;3748.0;3594332;23;133;436;41.13;37.37;61.45;82.63;42.84;0;0;1;0;0;0;0;0;0
SPACE HIGH VALIDATOR +MEV;BrRf2kyJEuW8TgdeDjvJcKK4NzTzRtM9RB6WuVKXHxkN;2Rv9npqdWE1mLPsT1r2obn3xtKmA5afkxt8GsWeLnKoc;0.3398468;0.314497;0.0052334;1326.0;558.0;768.0;0.0166396;0.0034881;0.0201164;991.0;3537.0;1.205;37539661.0;120.0;118920;445;292;437;50.2;72.89;22.76;61.71;42.71;0;0;0;0;0;0;0;0;0
LimeChain;LimeNKYH66uR9BwnrPtxPbpqmkambxHVcutGoSaWPiq;LimeA3gMLb2SjxrKbP7NsWk1UwTZrw4B6Ctc9dmVU6E;0.3398287210526316;0.3156934210526316;0.0039319;1303.0;536.0;767.0;0.0167816;0.0034336;0.0202034;990.0;2816.0;1.017;34717774.0;152.0;150480;387;414;438;51.38;50.79;23.68;45.66;42.58;0;0;0;0;0;0;0;0;0
;J21SMPFJEY9ExCDPiSJQXN23PVSeoQe3LnKD7QcP3bgP;BXAxLMMMUNYfC1z166VjWHR3WjTmqzLxB837o5ghmRtH;0.3398212573459716;0.31202645734597156;0.0047988;1271.0;497.0;773.0;0.0196681;0.0033395;0.022996;979.0;510.0;1.011;32557167.0;844.0;826276;108;330;439;47.04;21.05;42.24;56.71;42.44;0;0;0;0;0;0;0;0;0
;HhYEE3dAShc3772wEiy73XDYnLjVxyBL8eAWKyRcF14y;HbidP4hpQdwhkzrxder3x3VNPt6DQnE25gFG46napD2p;0.33964174261603375;0.3085027426160338;0.0054584;1301.0;534.0;767.0;0.022271;0.0034221;0.0256806;968.0;226.0;1.009;34423073.0;1896.0;1835328;64;274;440;43.63;46.32;60.26;64.08;42.31;0;0;0;0;0;0;0;0;0
Luganodes;6aow5rTURdbhbeMDrFrbP2GR5vZjMEhktEy87iH1VGPs;6WgdYhhGE53WrZ7ywJA15hBVkw7CRbQ8yDBBTwmBtAHN;0.33947632758089363;0.30556292758089365;0.0081031;1300.0;535.0;765.0;0.0224014;0.0034208;0.0258103;965.0;165.0;1.009;34835046.0;2596.0;2505140;37;148;441;40.74;45.79;62.24;80.66;42.18;0;0;1;0;0;0;0;0;0
Tartan | RaggedSec;EdkhvJYa3kWQkFJAPzmGsQyi1D2JA5a7vwWw4hDuwbt;6YDWxPaJWpZxJ6JLGaBeTJaGQn3gi3Pwtivii9cDyDHo;0.33943776666666664;0.31900166666666663;0.0051023;1236.0;472.0;763.0;0.01209;0.0032551;0.0153338;1001.0;11908.0;1.013;32191716.0;36.0;36036;699;300;442;54.93;10.39;4.61;60.66;42.05;0;0;0;0;0;0;0;0;0
Sanctum;LSTmLs1DENX82ihc7jU134mydiV3NDEPXsRrekAY6Ys;5TGfVQV1S3wHE9hkgGaQkRoPC7xZxiqwMcjQZxVYsf1j;0.339418740992647;0.31238584099264705;0.0017224;1301.0;530.0;771.0;0.0218958;0.0034273;0.0253105;980.0;197.0;1.01;34465124.0;2176.0;2132480;54;649;443;47.57;48.42;58.03;14.74;41.92;0;0;0;0;0;0;0;0;0
Solana Vibe Station;9rwCwfL74J6AfgKbVK7s7jjMqngvHtiBcV1WTNXN8hLa;svsD6T44XJnuXQWB15sy1pBxxruzrFy8rR7gXy8Jsj3;0.33931183125000003;0.31709203125;0.0015453;1325.0;543.0;782.0;0.0171921;0.0034941;0.0206745;995.0;6706.0;1.01;36642811.0;64.0;63680;604;675;444;53.35;75.26;26.84;11.32;41.79;0;0;0;0;0;0;0;0;0
CryptoVik;Fhks5gukimP6vxKYbRY4V1aw888EgHhpdDSscD9V6bub;CTwsruptUccEtZGNxBDbuusHYxkBX3P6ndrxVjSG213y;0.3391304703703704;0.3159803703703704;0.0046684;1274.0;529.0;744.0;0.0151361;0.0033569;0.0184817;1006.0;1932.0;1.06;34457513.0;216.0;217296;272;348;445;52.17;25.26;13.95;54.34;41.66;0;0;0;0;0;0;0;0;0
Coinbase 03;GqcuMuWq4gKeCuCrD8iAjXTozCET2EP6qJXmZDFsSTWK;9W3QTgBhkU4Bwg6cwnDJo6eGZ9BtZafSdu1Lo9JmWws7;0.3391203028248588;0.3020885028248588;0.004184;1271.0;583.0;687.0;0.029497;0.0033629;0.0328478;954.0;146.0;1.059;34617920.0;2832.0;2701728;34;391;446;36.66;27.11;86.58;48.68;41.52;0;0;1;0;0;0;0;0;0
algo|stake;abc1zP7ihWsgQW8z5YmfQNqMckJE5Dfx8fwUNMNVNkY;ABC1U4cf9DZMwqy8ktEr4WJj8VHmVBQibbC57gEJthwY;0.3387638301886792;0.30847783018867925;0.0014889;1331.0;556.0;774.0;0.025317;0.0034936;0.0287971;968.0;2024.0;1.01;35737862.0;212.0;205216;287;682;447;43.5;75.0;76.05;10.39;41.39;0;0;0;0;0;0;0;0;0
stake.systems;9tedbEYypEKXAMkHcg42rn3fXY1B8hB6cdE3ZTFouXLL;8ebFZA8NPLBZD91CwsG1HWQsa2B5Ludgdyf5Hi3sYhhs;0.3386549039215686;0.3150673039215686;0.0046097;1245.0;484.0;761.0;0.0157108;0.0032777;0.0189779;990.0;2099.0;1.016;31149105.0;204.0;201960;297;355;448;50.85;12.89;17.5;53.42;41.26;0;0;0;0;0;0;0;0;0
🔥Aurora staking;2NXwP6K1ityVnvK575SY7KdoEkvPHrfcRLY7BJRBk4ht;9AW87WqARQonyJYhx1G25fKfvjURFYVmHs79z1NUXDPD;0.3386346785714286;0.31593767857142857;0.0019933;1320.0;546.0;773.0;0.017252;0.003464;0.0207037;991.0;1532.0;1.011;36031983.0;280.0;277480;217;609;449;52.04;64.61;27.24;20.0;41.13;0;0;0;0;0;0;0;0;0
PENGU Validator;pENgUh4K9zNacyU3PXVE9KugW98XCqZsWpEvA8d8wzX;peNgUgnzs1jGogUPW8SThXMvzNpzKSNf3om78xVPAYx;0.3385646782608696;0.3170284782608696;0.0034113;1279.0;510.0;768.0;0.0147744;0.003363;0.0181249;995.0;2331.0;1.011;33742343.0;184.0;183080;333;459;450;52.96;27.24;12.5;39.74;41.0;0;0;0;0;0;0;0;0;0
Maera;47hzyKgoz9Fu1HP4mR48tvAFj7akCFZKGzZqWo32sNqG;5d9Mdc2Zk8as8GL1AxQeXxv5htBBvC5bjfmsXC7UUWwG;0.3385628426966292;0.3055783426966292;0.0048839;1323.0;566.0;757.0;0.0246416;0.0034707;0.0281006;960.0;1128.0;1.118;33486726.0;356.0;341760;183;315;451;40.87;66.45;73.55;58.68;40.87;0;0;0;0;0;0;0;0;0
