epoch;jito_total_mev_lamports;jito_total_mev_sol;jito_stake_weight_lamports;jito_mev_reward_per_lamport
828;15843460830230;15843.46083;396739405800993170;3.9934174923317734e-05
829;17957335950332;17957.33595;394901949318736577;4.547289771881608e-05
830;15963790633201;15963.790633;388555829127768682;4.108493409823903e-05
831;13645117974496;13645.117974;393246150259315745;3.4698668926569496e-05
832;18244074607880;18244.074608;396011134882995954;4.606960007139781e-05
833;14849077898060;14849.077898;393846724966329557;3.770268217751326e-05
834;7824256730279;7824.25673;393999569755938650;1.9858541305326052e-05
835;9305237695200;9305.237695;395374176214969000;2.3535269258811293e-05
836;11509827315519;11509.827316;395546285392319598;2.909855999305635e-05
837;8751465780517;8751.465781;395085113444842729;2.2150836573443253e-05
838;7459976175523;7459.976176;394356919253434616;1.8916813199691382e-05
839;10199460968159;10199.460968;394793762114578795;2.583490912705674e-05
840;10484556018142;10484.556018;385029362770941784;2.723053624452891e-05
841;5853079555701;5853.079556;389476163559942645;1.5028081570389036e-05
842;5913899974521;5913.899975;392489730919282623;1.50676553006102e-05
843;7718749771271;7718.749771;395765972396963816;1.9503318399311216e-05
844;5798677466617;5798.677467;394401596462646099;1.4702469560531292e-05
845;4345928353512;4345.928354;395853289717808819;1.0978633919172614e-05
846;5864011981921;5864.011982;395412627371601426;1.4830108033980693e-05
847;9335708205854;9335.708206;391574494665446541;2.3841461415484282e-05
848;6648776349341;6648.776349;391820831051343927;1.6968920032916138e-05
849;13906753832159;13906.753832;398725831757253621;3.487798563456381e-05
850;6555370631683;6555.370632;400651623691276117;1.63617722830802e-05
851;4915310800544;4915.310801;401610166730411676;1.2239009885034844e-05
852;3395365842932;3395.365843;400411097216059272;8.479699655026999e-06
853;4026480883892;4026.480884;401073383239433440;1.0039262270087528e-05
854;3720554381437;3720.554381;401552650455328607;9.265421053050426e-06
855;2660877845881;2660.877846;400420732586587348;6.645204979004451e-06
856;3378104889906;3378.10489;400394188309266985;8.436947859234986e-06
857;4260187764807;4260.187765;398558709426845658;1.068898424258107e-05
858;4560250490763;4560.250491;402324227198995367;1.1334764805270933e-05
859;2973845738630;2973.845739;406481616916576439;7.31606452756345e-06
860;3882586079563;3882.58608;405312843890797925;9.579232778049026e-06
861;2670759517122;2670.759517;407701602233412766;6.550770226291548e-06
862;13395243895143;13395.243895;409562252480111353;3.270624627642774e-05
863;3249216980321;3249.21698;407228870353546107;7.978847318708297e-06
864;3368827418876;3368.827419;402897217542537773;8.361505794018842e-06
865;3074976974787;3074.976975;404829845874885591;7.595726960648388e-06
866;2445936559887;2445.93656;401487236235311137;6.092190085100089e-06
867;3535124297650;3535.124298;400664044314963180;8.823163315525833e-06
868;2946345354179;2946.345354;399077222932270413;7.382895301642009e-06
869;2052190692970;2052.190693;405369409133145545;5.06251988120778e-06
870;1915848929072;1915.848929;405130130339875102;4.728971719444171e-06
871;3335079142520;3335.079143;404896769581441687;8.236862808185917e-06
872;3895217821621;3895.217822;404786898821578567;9.622885110562655e-06
873;2592603754295;2592.603754;401638914221658708;6.455061156908166e-06
874;4679499809698;4679.49981;407480955828465980;1.1483971809636894e-05
875;3017730466264;3017.730466;405111703357197307;7.449131785766234e-06
876;2435502685887;2435.502686;408011489885452764;5.969201226589858e-06
877;3041617553032;3041.617553;408332404071678318;7.448876265274497e-06
878;3936417926043;3936.417926;406699358784396417;9.678938117357135e-06
879;2959060986957;2959.060987;406332394374013218;7.2823654424985345e-06
880;2096557828823;2096.557829;405393466269201603;5.171661615855398e-06
881;2690854513319;2690.854513;401103149166680269;6.708634721291612e-06
882;2661743605133;2661.743605;395052033533436491;6.737703844543594e-06
883;2383474340989;2383.474341;399677626720395548;5.963492028680452e-06
884;1971831625866;1971.831626;403436004691615623;4.887594569982067e-06
885;2389622292865;2389.622293;400671706079395960;5.964040526464026e-06
886;2187535931303;2187.535931;406602853115417035;5.380030943073714e-06
887;2342750076436;2342.750076;407113558735484626;5.754537097002372e-06
888;2595772364676;2595.772365;406921723004429544;6.3790459391319924e-06
889;3350296553055;3350.296553;405647918659497040;8.25912422804086e-06
890;2142026959654;2142.02696;406311407231331347;5.271884868431587e-06
891;2141831021201;2141.831021;406224821051247157;5.2725262224456685e-06
892;2440134739801;2440.13474;406960990077823940;5.995991751775443e-06
893;3304455261052;3304.455261;403285102129330367;8.193844115749873e-06
894;2409434668762;2409.434669;404227726872837467;5.960587333782681e-06
895;2410298571012;2410.298571;407664620788696570;5.912454621028598e-06
896;2442286054010;2442.286054;407552447165866415;5.992568738069763e-06
897;2439466274895;2439.466275;408160442299877962;5.976733710766388e-06
898;2005453711738;2005.453712;408818691951288153;4.905484390075186e-06
899;2793425473311;2793.425473;409483377149245562;6.821828746159022e-06
900;2209665727257;2209.665727;409013599620844297;5.402426054550168e-06
901;2176761055542;2176.761056;410550773865240650;5.302050791545946e-06
902;2898365360668;2898.365361;411244194923313925;7.04779641013162e-06
903;2874263290259;2874.26329;411406643096296162;6.986428971168153e-06
904;2692071499826;2692.0715;411822721318737526;6.5369669046075366e-06
905;3476895300632;3476.895301;413288758068082601;8.41275072877554e-06
906;4789319095064;4789.319095;413235685342431784;1.1589800360768175e-05
907;3753859197584;3753.859198;411876681019051519;9.114036726469503e-06
908;2991523379286;2991.523379;413294193773275731;7.238241969900707e-06
909;3397695854236;3397.695854;412862062051958096;8.229615085845318e-06
910;4213807745610;4213.807746;412214515118286614;1.0222366246372549e-05
911;5335729724844;5335.729725;409801246316064179;1.3020286719012938e-05
912;3711765983217;3711.765983;411012611601026181;9.030783675368205e-06
913;4737305802308;4737.305802;411724660219525182;1.1506004522007844e-05
914;3971818960398;3971.81896;410587918727336144;9.67349203237422e-06
915;4307242244878;4307.242245;411658370396483839;1.046314748982155e-05
916;8546209861663;8546.209862;415747059473245867;2.0556272538622646e-05
917;7208341671544;7208.341672;414253603572214724;1.7400794125590285e-05
918;7368808392918;7368.808393;413967173001423100;1.780046552844099e-05
919;6276207336917;6276.207337;416097327624418811;1.5083507920488454e-05
920;5813851445062;5813.851445;414316420650993814;1.403239445814626e-05
921;7533811771482;7533.811771;411580213091257904;1.830460146491921e-05
922;9486436274060;9486.436274;410039463036862117;2.3135422634204304e-05
923;3892126233234;3892.126233;409092465870994394;9.514050142544953e-06
924;4211860144729;4211.860145;407708556472297661;1.0330565983633412e-05
925;3485215919965;3485.21592;409711701287535411;8.50650813489722e-06
926;2708307308719;2708.307309;408391589360912230;6.63164320537845e-06
927;3442380722409;3442.380722;407401086264071375;8.449611055228506e-06
928;4316122648949;4316.122649;409913837206252386;1.0529341186346188e-05
929;3822344685399;3822.344685;408036495352716710;9.367653945010168e-06
930;3492719160771;3492.719161;408404344266423851;8.55211069569944e-06
931;4193670254633;4193.670255;408545991730161438;1.0264866966074305e-05
932;4014594501282;4014.594501;407056550632670945;9.862498208276673e-06
933;3768743418447;3768.743418;408649706602224823;9.222430256423636e-06
934;3418251529301;3418.251529;411963617996781154;8.297459726959938e-06
