Name,Vote Account,Identity,REV,Inflation,MEV,Tx,User Tx,Vote Tx,Pri Fees,Sig Fees,Rewards,Stake,Votes,Latency,CU,Leader Slots
Yonta Labs - LST 0%Fee MEV -,BeSov1og3sEYyH9JY3ap7QcQDvVX8f4sugfNPf9YLkcV,BeSovDCzhEAfgwDyXBuhmCFKsu5WQ3PaX61GEfteNzXM,0.34038495303030303,0.304906553030303,0.003941,1278,515,763,0.0281972,0.0033508,0.0315374,957,1617,1.018,32808641,264
,iZADA4YKVRJZJaDUV3j79DzyK4VJkK3DGTfvvqvbC1K,5EhGYUyQNrxgUbuYF4vbL2SZDT6RMfhq3yjeyevvULeC,0.3401825990394878,0.30579319903948776,0.0086654,1285,559,725,0.0223418,0.0033938,0.025724,959,111,1.05,34920035,3748
SPACE HIGH VALIDATOR +MEV,BrRf2kyJEuW8TgdeDjvJcKK4NzTzRtM9RB6WuVKXHxkN,2Rv9npqdWE1mLPsT1r2obn3xtKmA5afkxt8GsWeLnKoc,0.3398468,0.314497,0.0052334,1326,558,768,0.0166396,0.0034881,0.0201164,991,3537,1.205,37539661,120
LimeChain,LimeNKYH66uR9BwnrPtxPbpqmkambxHVcutGoSaWPiq,LimeA3gMLb2SjxrKbP7NsWk1UwTZrw4B6Ctc9dmVU6E,0.3398287210526316,0.3156934210526316,0.0039319,1303,536,767,0.0167816,0.0034336,0.0202034,990,2816,1.017,34717774,152
,J21SMPFJEY9ExCDPiSJQXN23PVSeoQe3LnKD7QcP3bgP,BXAxLMMMUNYfC1z166VjWHR3WjTmqzLxB837o5ghmRtH,0.3398212573459716,0.31202645734597156,0.0047988,1271,497,773,0.0196681,0.0033395,0.022996,979,510,1.011,32557167,844
,HhYEE3dAShc3772wEiy73XDYnLjVxyBL8eAWKyRcF14y,HbidP4hpQdwhkzrxder3x3VNPt6DQnE25gFG46napD2p,0.33964174261603375,0.3085027426160338,0.0054584,1301,534,767,0.022271,0.0034221,0.0256806,968,226,1.009,34423073,1896
Luganodes,6aow5rTURdbhbeMDrFrbP2GR5vZjMEhktEy87iH1VGPs,6WgdYhhGE53WrZ7ywJA15hBVkw7CRbQ8yDBBTwmBtAHN,0.33947632758089363,0.30556292758089365,0.0081031,1300,535,765,0.0224014,0.0034208,0.0258103,965,165,1.009,34835046,2596
Tartan | RaggedSec,EdkhvJYa3kWQkFJAPzmGsQyi1D2JA5a7vwWw4hDuwbt,6YDWxPaJWpZxJ6JLGaBeTJaGQn3gi3Pwtivii9cDyDHo,0.33943776666666664,0.31900166666666663,0.0051023,1236,472,763,0.01209,0.0032551,0.0153338,1001,11908,1.013,32191716,36
Sanctum,LSTmLs1DENX82ihc7jU134mydiV3NDEPXsRrekAY6Ys,5TGfVQV1S3wHE9hkgGaQkRoPC7xZxiqwMcjQZxVYsf1j,0.339418740992647,0.31238584099264705,0.0017224,1301,530,771,0.0218958,0.0034273,0.0253105,980,197,1.01,34465124,2176
Solana Vibe Station,9rwCwfL74J6AfgKbVK7s7jjMqngvHtiBcV1WTNXN8hLa,svsD6T44XJnuXQWB15sy1pBxxruzrFy8rR7gXy8Jsj3,0.33931183125000003,0.31709203125,0.0015453,1325,543,782,0.0171921,0.0034941,0.0206745,995,6706,1.01,36642811,64
CryptoVik,Fhks5gukimP6vxKYbRY4V1aw888EgHhpdDSscD9V6bub,CTwsruptUccEtZGNxBDbuusHYxkBX3P6ndrxVjSG213y,0.3391304703703704,0.3159803703703704,0.0046684,1274,529,744,0.0151361,0.0033569,0.0184817,1006,1932,1.06,34457513,216
Coinbase 03,GqcuMuWq4gKeCuCrD8iAjXTozCET2EP6qJXmZDFsSTWK,9W3QTgBhkU4Bwg6cwnDJo6eGZ9BtZafSdu1Lo9JmWws7,0.3391203028248588,0.3020885028248588,0.004184,1271,583,687,0.029497,0.0033629,0.0328478,954,146,1.059,34617920,2832
algo|stake,abc1zP7ihWsgQW8z5YmfQNqMckJE5Dfx8fwUNMNVNkY,ABC1U4cf9DZMwqy8ktEr4WJj8VHmVBQibbC57gEJthwY,0.3387638301886792,0.30847783018867925,0.0014889,1331,556,774,0.025317,0.0034936,0.0287971,968,2024,1.01,35737862,212
stake.systems,9tedbEYypEKXAMkHcg42rn3fXY1B8hB6cdE3ZTFouXLL,8ebFZA8NPLBZD91CwsG1HWQsa2B5Ludgdyf5Hi3sYhhs,0.3386549039215686,0.3150673039215686,0.0046097,1245,484,761,0.0157108,0.0032777,0.0189779,990,2099,1.016,31149105,204
🔥Aurora staking,2NXwP6K1ityVnvK575SY7KdoEkvPHrfcRLY7BJRBk4ht,9AW87WqARQonyJYhx1G25fKfvjURFYVmHs79z1NUXDPD,0.3386346785714286,0.31593767857142857,0.0019933,1320,546,773,0.017252,0.003464,0.0207037,991,1532,1.011,36031983,280
PENGU Validator,pENgUh4K9zNacyU3PXVE9KugW98XCqZsWpEvA8d8wzX,peNgUgnzs1jGogUPW8SThXMvzNpzKSNf3om78xVPAYx,0.3385646782608696,0.3170284782608696,0.0034113,1279,510,768,0.0147744,0.003363,0.0181249,995,2331,1.011,33742343,184
Maera,47hzyKgoz9Fu1HP4mR48tvAFj7akCFZKGzZqWo32sNqG,5d9Mdc2Zk8as8GL1AxQeXxv5htBBvC5bjfmsXC7UUWwG,0.3385628426966292,0.3055783426966292,0.0048839,1323,566,757,0.0246416,0.0034707,0.0281006,960,1128,1.118,33486726,356
Rocket,7S9dHgoeMYvtShTjEC3x5D3THRDQz123WVGPseZsm3hm,GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,0.3382284960629921,0.3144689960629921,0.0014502,1303,535,768,0.0188863,0.0034356,0.0223093,986,423,1.014,35028499,1016
4CRYPTO,GakAanHMN4dYY8rMKL1e6uUKjNJj2nN2sENFaxzdMEBm,9dH6wfdJVgnDcbCUjT8rkmejAzTnGQaFarmLfvBYXANK,0.33822812708333333,0.30917192708333335,0.0060511,1267,530,736,0.0196738,0.0033428,0.0230051,970,2080,1.122,34192672,192
Haus – Best APY & No Fees,HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH,7y5VhV4fkz6r4zUmH2UiwPjLwXzPL1PcV28or5NWkWRL,0.3381247713603819,0.30519047136038185,0.0037846,1304,530,774,0.0257236,0.0034385,0.0291497,972,256,1.01,34782954,1676
[Public Good] Chive 🌱 - 0% Fee + MEV + BlockReward,Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,57i31UEyDg4koaZMZ1wAHbYuezXv3AVaHtvJgJarxt3f,0.338101201754386,0.305070701754386,0.0090075,1297,530,767,0.0206275,0.0034081,0.024023,971,1883,1.009,34372514,228
pico🙄.sol x SOLPLANET🪐🚀,3xjfK9C9YNcta8MvK1US4sQ3bc6DEjoJoR3qLExGf9xE,D3htsc6iRQJLqCNWcC2xcZgUuvcd1JT8zoYNqraNcTQz,0.3374196692307692,0.3075282692307692,0.0048665,1308,542,766,0.0216046,0.003432,0.0250249,965,2751,1.011,35801477,156
Legends,6W8yrMwtDU5G6ErazhZHfLjqZV8cMvajpSRGYgrZ3d4v,9bkyxgYxRrysC1ijd6iByp9idn112CnYTw243fdH2Uvr,0.33737668888888883,0.29439638888888886,0.0170286,1354,589,764,0.0224154,0.0035485,0.0259517,926,1954,1.04,36835347,216
Phantom Validator,J2nUHEAgZFRyuJbFjdqPrAa9gyWDuc7hErtDQHPhsYRp,7GkMBmtrTZz8QbjSe1sXvAUtz7Pp42SQxfT5ymmJD4We,0.33721963125,0.31106203125,0.0036058,1304,538,766,0.0191278,0.0034357,0.0225518,992,1341,1.009,35423872,320
CyberVillage,FwLsjPJdnSiuCvs1NXyR1cV6Sw5GRE6Lj2s1gZ9NNTmv,HMWXfjaeSHhww1wvdBhqhHVP9v96mFB4LJ9xP2MXbDGH,0.33718403750000003,0.3067709375,0.0020822,1280,508,772,0.0249713,0.0033708,0.0283309,962,1914,1.013,34847251,224
Pumpkin's Pool ❤️,DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx,PUmpKiNnSVAZ3w4KaFX6jKSjXUNHFShGkXbERo54xjb,0.33710584537037036,0.30671974537037033,0.006526,1304,565,739,0.0204397,0.0034319,0.0238601,964,315,1.086,35999780,1296
SunStake,4FsAxdHQ6HmFrDD7yCwsKNApuA67QYSCMoLAy3NfySxJ,2kVZVTY8FMRZ3WuHzyqNz8qd4Ytbba9f9DaesUm5WLvR,0.3370297,0.2656775,0.0094528,1314,542,772,0.05849,0.0034202,0.0618994,833,2021,1.015,35672978,212
T-STAKE Systems,H4QVPxS7napq3NEYxqLhxbKi9nJ8s56dD2EQZGsyZ3sb,NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,0.33650301904761903,0.294565119047619,0.0064517,1300,539,761,0.0320766,0.0034223,0.0354862,924,5105,1.012,37144778,84
H2O Nodes 🔥💃,FCvNkHa4U3yh7AXWGGL2jWLWiSRouR8EtzY5WVTHKTHa,9pBHfuE19q7PRbupJf8CZAMwv6RHjasdyMN9U9du7Nx2,0.33640339090909094,0.3012090909090909,0.0047515,1397,623,773,0.0267705,0.0036859,0.0304428,948,3250,1.011,39542258,132
Valid Blocks,6hkfqeNAbURk7CmAQsP4Qm6WwHVF4LxHupEvQf7Tkrf1,JC7bH7HSZoDhwggBXtRF31cVt71WiizY2J6YDDQfG5er,0.3362507125,0.3098103125,0.0049405,1276,512,764,0.0181743,0.003337,0.0214999,974,3351,1.012,33361335,128
Solana Validator,BbM5kJgrwEj3tYFfBPnjcARB54wDUHkXmLUTkazUmt2x,6xWLi1TDSh65fWsSqE1zdvANTSuVDRMx4ghsGJwgunS8,0.33618612894736843,0.30859232894736843,0.0021729,1330,561,769,0.0219302,0.0035033,0.0254209,968,565,1.01,35275256,760
,8wTSPukwTAzNzEYyUdc8UiKkTg1hNtZ1xLum7o1Ne6wr,2m1A2WM1vte7RWz5xTTw4i1SiXmngVtXhqFERaUjoAAb,0.33581457419354843,0.3031567741935484,0.0054067,1295,527,768,0.0238602,0.003403,0.0272511,951,203,1.01,34308063,2108
Orca,3VZHxnkK1A3HYeWYaqgMebHnc2acgLzRiXYwTNm3ooYM,ECZx4Dfyn2o55KTYbM9r3Dt4VZRcrdfdrst7sUbWgrdU,0.335728530952381,0.304986130952381,0.0103957,1296,528,767,0.0169426,0.0034163,0.0203467,958,2613,1.013,33461817,168
gripto,mnvkHm47ZmRKoSWuQZAfXLRiDPiKCq8PWkMWrp1Wwqe,grptonHnt7YSmJokGK9TJJTBXDT8ca4LSWMHCCfzzPa,0.33557425217391307,0.2959231521739131,0.0150566,1379,602,776,0.0209603,0.0036489,0.0245945,929,777,1.01,37655927,552
Chainflow,CAf8jfgqhia5VNrEF4A7Y9VLD3numMq9DVSceq7cPhNY,2mMGsb5uy1Q4Dvezr8HK2E8SJoChcb2X7b61tJPaVHHd,0.33549704471544717,0.3096565447154472,0.0021548,1319,542,777,0.0202425,0.0034555,0.0236857,984,879,1.011,34499867,492
Beachside,57QggzHa8AEELBU3C8RG567oGmbG6VyoX5jsi6M3gaHp,AwcMVMvmT1aCETVYV42WE1cSMCyNp4vZqVjLsvs6dM4o,0.3354002111111111,0.3076361111111111,0.0015638,1296,528,767,0.0227921,0.0034208,0.0262003,965,1981,1.016,34530570,216
SolLana,4KfAqBj3Jvi9GGngFK1MbZkjHTcSFyvhFnVwc2QrNiEh,GqDCbnafLmKkdqiqf278jDLXqjjZMB2sViZQtR82jPUf,0.3351287034482759,0.3121506034482759,0.0033193,1270,504,766,0.0163412,0.0033274,0.0196588,979,3667,1.026,32297670,116
🍀PADDY - 💰JITO-BAM,Dcoj98wWiKhA4iqxcSg7NtuR2miA7tZqtycMdkPo8XDw,2uxEHizFmmnLekKG2LZJwxNabhpymEYfdVCpgDxjt87m,0.3350835794117647,0.3053047794117647,0.0033966,1266,499,767,0.0230679,0.0033249,0.0263822,961,3152,1.014,31506662,136
Lord Validates-a-Lot,773eL4qyoHUi6s3pWWEWTnaYXELNs4nY5deMevpSF5YE,9USijQaAfSzw6gWbHNq68VVigmj3HvffDJYhbK4tfquB,0.335046572519084,0.30519557251908397,0.0038511,1281,509,772,0.0226427,0.0033702,0.0259999,957,818,1.012,30809694,524
,HZKopZYvv8v6un2H6KUNVQCnK5zM9emKKezvqhTBSpEc,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,0.33493560942684764,0.30479750942684763,0.0026028,1309,537,772,0.0241081,0.0034395,0.0275353,956,81,1.009,34589321,5304
Cointelegraph Decentralization Guardians,CTDGxxJBrZVqUUHdHopLn4k4gtc2PCpcM9TB7ZEC4Hu2,CTDGxTK789ZvhgyHZHtSnxTtysbyY1mrywXEJiYYqXxC,0.33490868227848103,0.301071582278481,0.0102386,1285,553,732,0.0202153,0.0033943,0.0235985,946,1274,1.107,35013839,316
Starke Finance,D3QPJm7BDzzPeRG51YZSEz3LfV7GvFNu9NkcibzURxuj,3s97yjq2MhoPVPC3U9VeE3Z5S643Pweovg88ysvrQPw5,0.334859375,0.306556875,0.0068629,1320,552,767,0.0179739,0.0034766,0.0214396,962,1668,1.019,36152090,256
Helius,he1iusunGwqrNtafDtLdhsUQDFvo13z9sUa36PauBtk,HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,0.33484888555887954,0.3053027855588795,0.0025327,1301,528,772,0.0235961,0.00343,0.0270134,966,29,1.009,34461264,14708
,6H9J5xtcqGwh2hd2GpBHfvrnDicWk8GtvpnypH7piktA,MutT1jxCXbRWJXpXoJK259gLrNfzDezdxS3BSkQAmv1,0.33452296206896553,0.3074943620689655,0.0047943,1286,521,765,0.0188644,0.0033823,0.0222343,968,724,1.036,33744945,580
,6frBSsexBMZNKAaQY9dMKhyCu83Px54aL9SZWtuJWeWV,CVGwNaC1FaG95hRBHUuieDLyQU2hJuGhPduu2cMyHnw6,0.334506625,0.309360625,0.0049654,1251,530,721,0.0168988,0.0032914,0.0201806,971,6394,1.104,35429842,64
,8LMatbjxgUW1S7CyuBhGk89BC9vhRzCRLwtXbyJru4Qi,BGAjnivVWqLqByqCVT9dSyPUFicvyJrz7vRvrvui3SEk,0.3344393939393939,0.29410939393939395,0.012772,1299,527,771,0.024161,0.0034083,0.027558,923,542,1.01,32640278,792
Ledger by Figment,26pV97Ce83ZQ6Kz9XT4td8tdoUFPTng8Fb8gPyc53dJx,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,0.3342222493150685,0.3069778493150685,0.0020903,1312,542,769,0.0217135,0.0034531,0.0251541,979,48,1.015,35133429,8760
Range,21oUQzzytWh6y3G3SQ7ehktMh1RrbsJNA4R5pAMNyyrG,sCANXAaS1a7yB8jz3USvGNLfd8DSc9r7TNzNSKKPkfY,0.3342222,0.30312,0.0059171,1334,578,755,0.0217189,0.003477,0.0251851,957,8211,1.213,37403314,48
,2W1ewFhRurvBS2MYrTfjPAtKNvUyEK4tUsuzKSqeAR4J,3ZfGPNhdvo1phyqKEFy3F2DnUjuxbgYqhg7GVCdPKsyo,0.3340857439716312,0.3096193439716312,0.0021421,1300,515,785,0.0189186,0.0034176,0.0223243,975,757,1.125,33087333,564
StakeBowl,Bwkz1ddKoGE8hgiSV6HZLXi9RBLqfBi3HZb2QujzVGgz,EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,0.33402312376543214,0.30746022376543214,0.0070119,1263,492,770,0.0162472,0.0033154,0.019551,964,331,1.01,30961304,1296
Empyrial Validator,5frYQSynysBe1akCVK9tNBJ5j8jgBgUsjAXAgqHxvykJ,Bs19Z9SokV1s46jutN9tqqaCgYf1GsVyyytVfkzwn9qK,0.3337763772727273,0.2660539772727273,0.0109785,1237,467,770,0.0535338,0.0032197,0.0567439,834,2427,1.018,30538555,176
,6CscV2sTXdurJKwuJ6RZnPKca6pNhqAhN57ygKga2T7G,sce3TfT81rxYYcdbP1kBFMcTK3ZBc8hvHVeXD6WLSzE,0.33371819999999996,0.304158,0,1371,594,777,0.0259602,0.0036135,0.0295602,954,7063,1.029,36826868,60
OKX Earn,2tucttroqFNXsrYeMBQ8LfzKNfgwT2rHBzAF6RzbbHEp,Fc6NNdS2j3EmrWbU6Uqt6wsKB5ef72NjaWfNxKYbULGD,0.33342067140319714,0.30153967140319715,0.0084919,1294,542,752,0.0199906,0.0034101,0.0233891,948,184,1.124,33727330,2252
Backpack,bkpkQKgJMQXqwZL5dRX9LMwnsz9zkZZqCtqWfnBcwDx,bkpk9KVsDRfrArzzmkJ9mPEvbXfQxczzQYR3QMGiR8Z,0.33313662767857144,0.2998162276785714,0.0091245,1316,554,762,0.020737,0.0034703,0.0241959,941,948,1.027,34827893,448
BTHS Student Validator,Ay5AcULBRJznGEEaGm2mWziRbefETRjdfZ1kwsoXS9u,Ettghfhr2kQerqAyGUuifFtBX17QecRe2gwpUZTAbZuw,0.3329711875,0.3185746875,0.001304,1237,458,779,0.0098519,0.0032529,0.0130925,999,3372,1.51,28908843,64
Solend,SLNDoinxE7cCgE5ga6FJZ19F4FiUaEmtzSatbY6cjWy,SLNDCSGTEsA6KHpgR32MBt9UAurZnVSJGUtW2tRpdU2,0.33295326785714285,0.2994627678571429,0.0103357,1298,546,752,0.0197331,0.0034345,0.0231548,941,1903,1.029,34365628,224
BullMooseSystems,HvuXZAhAqSekCFueQ92DqxhuFvdBRrWeyA6uea6ZaS8q,8dz6mnkZC5eavdkyvFAEGSvXdV8vDYtWmtYtj9GcESUG,0.3326421736842105,0.2939719736842105,0.0050976,1388,607,781,0.029941,0.0036453,0.0335726,923,5633,1.013,37831391,76
Neodyme,NeodymeDFipD7eA1ShrLJAZTBdHWcFsDB9YkoHshZNk,NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,0.3322843555555555,0.30559855555555554,0.0018272,1312,532,780,0.0214434,0.0034281,0.0248586,959,2382,1.013,34509458,180
Coinbase 02,6D2jqw9hyVCpppZexquxa74Fn33rJzzBx38T58VucHx9,CW9C7HBwAMgqNdXkNgFg9Ujr3edR2Ab9ymEuQnVacd1A,0.33225661896272285,0.29532491896272284,0.0036759,1358,580,778,0.0296891,0.0035794,0.0332558,942,174,1.009,35273051,2468
Node Integration,Node56Cr7y4Udym2vPt9DsRbWcBL29JivsGh2drpbKb,nodeEgRVkbYLAQePtMx2zCN7CGw7qRgzKMCBtjMfN1D,0.33205456666666666,0.30393416666666667,0.0013173,1281,512,769,0.0234465,0.0033691,0.0268031,953,5100,1.015,35069886,84
CatalystX - Innovation OnChain,ErvMUdtMC7AX55zKdYSyy4DnWNCrTsWn5GwprSG7ocnx,BNtHBLo1L2vAG7PBQ6mJvWz7GqVPxBnioXsY2Gjtubrg,0.3320247068181818,0.3000263068181818,0.0088171,1297,568,729,0.0197701,0.0034228,0.0231813,941,2283,1.111,35654017,176
GateOmega | SolCircl.app,9Gko8QZBbV5SrEvHKtQHcMrGGSfgFP3KJUozEGifu25x,BPKAfGkkzF5u1QRjjB1nWYYbPMUCMPJe1xZPmwEMNMCT,0.33177304473684216,0.29623914473684215,0.009633,1275,506,768,0.0225483,0.0033645,0.0259009,930,2822,1.011,33895772,152
🧬 HelixNode 0% fee 🧬,HLXktVmNFeELB5uL5nrpP4WL7jyi3TMyekxASVjDhZ1t,HLXxkmjb47spcmbbKi3UCfZ2qmFY29t8MN562AEmh2Qh,0.3317421580645161,0.3135322580645161,0.0012996,1009,360,648,0.0142361,0.0026792,0.0169103,987,3284,2.027,23201890,124
Solana Compass 🧭 Solana For The People,EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72,CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,0.3316415959893048,0.2997384959893048,0.0080122,1292,555,736,0.0204908,0.0034114,0.0238909,943,270,1.107,35828797,1496
Solflare,EXhYxF25PJEHb3v5G1HY8Jn8Jm7bRjJtaxEghGrUuhQw,722RdWmHC5TGXBjTejzNjbc8xEiduVDLqZvoUGz6Xzbp,0.33153101626016257,0.2998785162601626,0.0058749,1278,505,772,0.022431,0.0033584,0.0257776,941,290,1.01,32339053,1476
SuperteamDE x Staking Facilities | Public Goods Validator,Ehdn9LdjTAURQSMoDPERXLehtvzy7QD762wwPkzGT7RS,73hojLdq1vZDSxeVQEqVFJ4iwLngdvEJPEpEHkSdv6BZ,0.3313703115384616,0.29805971153846156,0.0036282,1272,505,766,0.026353,0.0033404,0.0296824,935,2056,1.022,32581458,208
Exchange Art Validator,ExCHgw3CfdZTbsrDA2phe95jswV2bDr5oSJwyKJKzEdN,ExCHWgfeJyKRzpfryiQn4W6aYaWhbSAEnsoUnBGNqjWD,0.33094103124999996,0.30661453125,0.0055063,1330,578,751,0.0153479,0.0034855,0.0188202,962,6503,1.057,36986802,64
Bitcoin Suisse,EcLPNfLFgCkbcTuvdeQ85pnQMgAfBDqi2dkoNVPrSyr5,7CR3Jq4ny2tsr3DX3DvyjoU8TYs776MGkU6nLMWjAqCT,0.33055537777777777,0.30356377777777777,0.0041573,1325,553,771,0.0193641,0.0034829,0.0228343,952,794,1.011,35669104,540
,8BMMDVM8Tb88a2Hx1VSZ1TKmH1rMHbVU7xVafMk9JrEW,7QQGNm3ptwinipDCyaCF7jY5katgmFUu1ieP2f7nwLpE,0.3304705295918367,0.30483322959183673,0,1284,515,769,0.0222713,0.0033787,0.0256373,956,219,1.014,33205980,1960
,71nnaeTyVeA4pTozAPjRuQyMydQTZCrFUkz7Pzy5tiDJ,AMukCLCr52XxsEjXoDxKKxjNg4FpnsReXNaQx8aR6DJF,0.33031152369146005,0.29130532369146006,0.004461,1349,577,772,0.0310001,0.0035573,0.0345452,915,295,1.011,35135354,1452
,FpTQXdt7NjYsJWXaE9UgG2yPUshoFiW3nzXbXKz1CjKh,84gC25fbFKYueR9WEfreUysk1n3ZFxLFDDjbyqeqGpoW,0.33010687491289203,0.285825574912892,0.0083727,1328,545,782,0.0324169,0.0035042,0.0359086,899,374,1.011,33554880,1148
Solayer Validator [5% Commission + 100% MEV Kickback],SLaYv7tCwetrFGbPCRnqpHswG5qqKino78EYpbGF7xY,SLAY6uN1zZpXBTfbuDDCesNmM5D288xrz8uYvfS3n41,0.33009694318181815,0.2927999431818182,0.0108983,1370,598,772,0.0227973,0.0036141,0.0263987,919,1214,1.017,36928719,352
,33hurzEz6aEnzfESL6pnNyR6DCgcKzssT1pwSzDCBTRQ,Aw5wEMXhbygFLR7jHtHpih8QvxVBGAMTqsQ2SjWPk1ex,0.3300819147192716,0.30220671471927163,0.0020557,1316,543,773,0.022362,0.00347,0.0258195,948,162,1.008,34944578,2636
The Chimpions,CHiaohVV2SQCFhiYP73iQzWT6HxnZqnAZJJqAYTeLAo,2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,0.3299278,0.3008475,0.0055347,1311,560,751,0.0200813,0.0034771,0.0235456,943,5196,1.065,36571901,80
BlueLotus 👩‍💻,1234LB7uvDC23rdCQoK8C3jNwnovUNyeKxz8wC3dghJ5,PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,0.3298990363636364,0.3086896363636364,0.0037655,1307,537,770,0.0140062,0.0034505,0.0174439,972,1949,1.012,34675905,220
Glory to Ukraine,3hhEWRNAVzqRjmF9hW5nYkrmDMxKKzGziE11Sg7yk3iX,4W3jdXyqhLCjzA3Liu8ZNjViwrc6N9YjSB7obbxfjcKE,0.3298553409090909,0.3027703409090909,0.0064262,1327,562,764,0.0171918,0.0034785,0.0206588,951,4810,1.042,36871266,88
,CxFH1pqJnEmyaE4wEwqdqMKpQMpkmdaMxhS7SzpHokA8,HnfPZDrbJFooiP9vvgWrjx3baXVNAZCgisT58gyMCgML,0.3297227752595156,0.3008105752595156,0.0028194,1317,554,763,0.0226347,0.00347,0.0260928,944,184,1.026,35428346,2312
Quicknode,5s3vajJvaAbabQvxFdiMfg14y23b2jvK6K2Mw4PYcYK,4SsMncJdtKiUcDtukkX15mqei7WiuQ9yvRtQrQW4reWC,0.3294484751773049,0.29784597517730493,0.0048714,1301,535,766,0.0233148,0.0034273,0.0267311,934,378,1.02,34340674,1128
,G8hvpQDLe7hGgYtWYt4TJJEbGbgLFCBJYiMi9pMD9Kk2,BiGcsiuFCLuiTzXoQgfLdge9sfpwr55YzdT8Kp7bCXmS,0.3294267426229508,0.2776134426229508,0.0043371,1673,870,802,0.0430127,0.004485,0.0474762,877,1758,1.01,50676187,244
,Eqwa3Jo6aa4ugEbPZNcDQyBfVU7dSz3VR8CcDYRrPyh4,G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,0.32939336442577033,0.2955810644257703,0.0065343,1311,543,767,0.0238408,0.0034494,0.027278,927,301,1.008,35792277,1428
MCF,2het6nBRLq9LLZER8fqUEk7j5pbLxq2mVGqSse2nS3tf,MCFmmmXdzTKjBEoMggi8JGFJmd856uYSowuH2sCU5kx,0.32928786666666665,0.29723516666666666,0.0066764,1263,514,748,0.022056,0.0033325,0.0253763,953,3232,1.252,32376739,120
,BZZFpWeasotFsxhwiwTz37BqtV5BjQtfkrVxz73zqQV,2pCxbAfUEwuL2k9Fiz3xnronPqRnXsuz9XV76ddq2GEt,0.32894365,0.31341125,0.000138,1286,510,775,0.0120596,0.0033476,0.0153944,983,5957,1.011,32838446,72
FalconX,AX6v1G9GH7FNcoX6ogNyoD2fZiLaNps7heL9RrGUYGC8,32ke3uf1qL3xLqbwzU76T2sbG2XaJrGuSCNdUnien3zm,0.32852794305555555,0.29511524305555553,0.0063456,1389,621,767,0.0234202,0.0036588,0.0270671,926,1485,1.017,36159780,288
JDO Mainnet Validator,GK9MfwWEK7BvMS8eQDaiEPnKcqMJoS7SKUiEBQY2pfxC,9q16BB7WGmBxf1nJTdxH5zPnBUhtHqdqXqRFjSjuM4k7,0.3284891469387755,0.2985523469387755,0.0062393,1286,523,762,0.02034,0.0033698,0.0236975,937,2148,1.049,33992374,196
xLabs,xLabsqDpN9WHXEXSJXk1yhqh5H8BgcqiBP1CR6Mkjcb,xLabscif2DLnYg39rQThqi7A9E45L9qiysRZhmZ1ARE,0.3284582,0.313075,0.0014055,835,254,581,0.0118085,0.0021741,0.0139777,991,5006,1.22,14694525,96
Drift,DriFTm3wM9ugxhCA1K3wVQMSdC4Dv4LNmyZMmZiuHRpp,DrifTrN923QaouP89UxkQzFGbumKPCnfkNYQRwmZxatz,0.3283427293080054,0.2967882293080054,0.0051802,1278,509,769,0.0230201,0.0033662,0.0263743,933,145,1.009,33253349,2948
Huisky Staking | sol to,G1juWDqojmp5CWDhgRqtXrtpAFw9xqhjmEQAKr9faf4V,huinBRP3muBuqZLMW8ARjdn4mBnEmFFcxiBzrkQz553,0.32827853684210523,0.28900223684210524,0.0101073,1289,518,771,0.0257886,0.0033922,0.029169,906,5644,1.013,32144454,76
Solai Limited (NYSE: SLAI),4HUU6x8y8A22PWy5gUXwLzDfPg5pqkGpGqN2bKti7Kqk,78sEMVmeecStjxWU7XMJMH8bMRBW9vSiEAhAjtZbt3fW,0.3282645,0.30051,0.0033969,1337,565,771,0.0208682,0.0035069,0.0243576,943,6228,1.036,36439316,68
Hodl & Hodl LLLP,hnhxfrndd827LET6jvnQV4aWqpS2EedaHcT4gj8ArSu,hnhCMmnrmod4rcyc3QRKkLEC9XnPTvYJ2gBvjgFiV4o,0.32825406875,0.30752046875,0.0044474,1272,505,767,0.0129483,0.0033501,0.0162862,965,6697,1.012,33212046,64
