Name,Vote Account,Identity,REV,Inflation,MEV,Tx,User Tx,Vote Tx,Pri Fees,Sig Fees,Rewards,Stake,Votes,Latency,CU,Leader Slots
anarcheuz,57GUg9QH2LFMV11oaduuoqVJ5qHDEp7EGJ2xgkGiqAum,97jbhVBYcSmwGXjrx5PPWXucDsVBqwyoQ6rzP3B6eeMt,0.3641998,0.3247357,0.002942,1392,611,780,0.0328605,0.0036736,0.0365221,1019,2095,1.06,37305595,200
,H74qox1GASBWd94FWMyy6GVAbRVLf9SAMgbJ1tzSUAst,Hz5aLvpKScNWoe9YZWxBLrQA3qzHJivBGtfciMekk8m5,0.3639117817575083,0.31838858175750834,0.01315,1340,564,776,0.0288593,0.0035264,0.0323732,999,119,1.009,34440066,3596
Certora Validator,A5ed2x2wEuHW8KsuhbSaTFU4CYT3WgHfQcwyQXz5SdDw,5essVpBYvocZkQnkrWsMDfRPwtp4BeihJRaweKLR4dRn,0.3637866365079365,0.3333704365079365,0.0045609,1300,526,773,0.0224634,0.0034041,0.0258553,1057,1686,1.106,33029450,252
Adrastea Validator,adraBKLNY3DL3pg6SJRDYiMA8BsznaWpUdE42X41gbP,adramSYKBv1yHoZTub4kepcmF5LybPxwyJcsz4fpfi7,0.36375779999999996,0.32316429999999996,0.0013697,1297,570,726,0.0358202,0.0034154,0.0392238,1014,3952,1.172,38592931,100
Flash,3tUZu4CkwMLwYdosoGc85n48VgDMyxZVkL1VUJc7DrxW,58KprHKFNHgH1Cvo4QwxWkDeJNaSQVteCoAAFUWjtESn,0.3634354774058577,0.3277960774058577,0.0021911,1303,534,769,0.0300212,0.0034395,0.0334483,1037,448,1.014,34660399,956
Hello Moon,HMV14UAuULSwqmZhsKHzaVkYAd94iWpEeURgbUegfQLc,HM1KjNaXa4w8K4gCXbieoMh5gUTNeUhg9fvdXMKeBW3L,0.3633622971590909,0.3206529971590909,0.0195287,1285,510,775,0.0198234,0.0033687,0.0231806,1007,610,1.011,32031726,704
Alpha,5sMmkL4BXjU6vZXQxE3RquH2CR8v8Zbfi1EAAFxLfxMx,8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,0.36332654810126586,0.33325784810126585,0.0019918,1329,561,768,0.0245896,0.0034998,0.0280769,1055,452,1.014,36821835,948
StakeThat +MEV,8xV77wuFP5BkMDdb1845hRRWZNbDNAbcV75BjMuViWpf,3rqEEEGjHRyndHuduBcjkf17rX3hgmGACpYTQYeZ5Ltk,0.3633234666666666,0.3356206666666666,0.007771,1266,497,769,0.016608,0.0033348,0.0199318,1053,3572,1.014,32976611,120
GooseFX - 0% Fees,GFXVa1g8zzAVDRnSuB6o9PnHuyH25ADvy2YJPZLpATuP,GFXVa19rX6iwfs3sLS5UvX9Exu2usRsG4V5MRMDRo23V,0.36321065937499997,0.343230859375,0.0013687,1292,519,772,0.0152081,0.0034151,0.0186111,1077,3351,1.011,33432365,128
,8mHUDJjzPo2AwJp8SHKmG9rk9ftWTp7UysqYz36cMpJe,76rcGHdPvgs8G1XrzCXUTWtwgT59AFDvpB4VbTS2TBBJ,0.36299509170812605,0.33058249170812604,0.0016606,1313,540,772,0.0273078,0.003457,0.030752,1037,178,1.008,35215545,2412
Michigan Blockchain,MkyLHecSHN7TBdWgnh2J8KCsEHnsqqbVYSxtGmsshrk,UMi1r5J3SagSu4HC3waB3YFzbXi82rRSScgW2e8NTfr,0.3627967468085106,0.3292999468085106,0.0037382,1343,571,772,0.026251,0.0035211,0.0297586,1033,2294,1.012,37085767,188
,59k9CiZ7L1bpEivLrAtaMPMgw18syZ4RQsJUo3hbbj8x,7pR7t5axFfkg2VZB1uAuFNUvpAeowq2v15J4gw5MmHTB,0.36244607826086955,0.32815347826086955,0.0052376,1361,591,769,0.0255033,0.0035635,0.029055,1029,4667,1.01,38815243,92
Grid Systems,gridZ5cMHjWGktAQt6o36NtF7XSv19nJBrW83zmo7BM,gridqZmeBcsUKT2Mv4M9YFHFN3tVLFb2TCtTcLD1cAd,0.3623347416666666,0.3190560416666666,0.0060031,1399,648,751,0.0335728,0.0037179,0.0372756,1001,1714,1.078,42048725,240
,HeQ9mBd2RA3JLkBUBcyJJTGhcFtRPeQuQKY2qx1VU3RA,4SNKY7GCp7ohY4AawND5Cc2D71sWMWN3Uifo854yvtks,0.3622827635514019,0.33255766355140187,0.0017681,1336,563,772,0.0244558,0.0035129,0.027957,1051,1022,1.064,36469186,428
Bitwise Onchain Solutions | Jito BAM,AuGwcQWqWuNbnrkgERSp8VN6kZeJiM4AZuLMrwbkzg9m,GBQ2GvTzmjXMu97dr7WUnLKYTNim1aoZsYS53KYXAAAA,0.36216805975039,0.32923875975039,0.0043944,1265,497,768,0.0252251,0.0033213,0.0285349,1033,167,1.01,32524365,2564
,D9kxpQ1Buwrt9pbVRiBwNsUEdUKzmEUj19GZf4yVrsw1,9jJ3YRBL611e7xjXFMBExuninmTWjDnv3FXNotHmPnK2,0.3621306,0.339185,0.0009828,1297,524,773,0.0185633,0.0034133,0.0219628,1064,26800,1.011,31222894,16
University of Minnesota Blockchain Club,Cw2b2ng2fa78ndCXHcJMT1pqvdGxUHu5EBEB8KBshrk,12i8gndWWWMTRzJBFhnYkobNgZB3XMUUJq75HeUrshrk,0.36177996363636367,0.34268886363636364,0.0020063,1250,483,767,0.013838,0.0032589,0.0170848,1076,4922,1.521,30395909,44
,C89gGyN6Q4N47bg5kZWGYVc3P1x3rYaHbpG3EjSLeEx3,5RvfTSowms7BTYaBj8SxVjj7ELAAKdQadKsuNpmBAwCs,0.36176380487804877,0.3217153048780488,0.0029975,1315,541,773,0.0335869,0.0034767,0.037051,1009,658,1.009,33664563,656
Block Logic +MEV +Triton,9GJmEHGom9eWo4np4L5vC6b6ri1Df2xN8KFoWixvD1Bs,DDnAqxJVFo2GVTujibHt5cjevHMSE9bo8HJaydHoshdp,0.3613437360465116,0.3308454360465116,0.0080895,1303,539,763,0.0189843,0.0034363,0.0224088,1058,1248,1.009,34825500,344
,BU5CXmHhXwZfSYwFjCjqAqdbu7MTUsiKLUj45RSXiPsE,pSoLoZx55zZz61gjxSTwHtwTg4yTwdm7ruBmyjbYgT2,0.3606536281690141,0.3216940281690141,0.0045326,1353,576,777,0.0308742,0.0035654,0.034427,1010,302,1.011,35020762,1420
,2e7PfK4w5QzYxNFJZYqpeXpZ6sx2CGC1BMpF76nzDoCC,6ptuwW4rg5A3wP9hNKxeymG3QhSagugPd3grnMTGJwWG,0.36062139705882357,0.3347188970588236,0.0028128,1311,529,782,0.0196568,0.0034456,0.0230897,1050,452,1.008,33811651,952
,purPoSEsip98bLpbh4K7GKZYSdRmEJJKdxSvL6sg3uX,PuRposE4utktenW49N8DCtVzdVEwYrmsrroboEUram4,0.3606127,0.3262725,0.0015355,1242,477,765,0.0295523,0.0032636,0.0328047,1025,26570,1.024,29214275,16
vladika,53RJBy7aBGA7Aag6AryxEmBbsHDgwfBWagLrPbGHnfvR,A23LfQn6khffj2hGhGfXr6P52W2pxrVcCaHVQLYQgiX2,0.3599979333333333,0.3264783333333333,0.01025,1239,498,740,0.0200112,0.0032692,0.0232696,1026,2199,1.139,31902046,180
,EcEowA4GKDsdVBF9PNAZa6c9M4WgYG8y4GnpZSUaqioS,5ZqveVffQPiUbkjBg4KD9kib1MKHLqiFno4ke9jSq9qk,0.3599862129066107,0.3191059129066107,0.0040779,1344,567,776,0.0332804,0.0035345,0.0368024,1001,112,1.009,34711400,3812
MARVEL+MEV!,i6PZjkPHGYmPfPE8LsJuLn5huZyusXhmysiDiHGPjxb,5marvipGzf98hxnoJFXsZbGHSXcEQ3yRGJ4ps7D3V4ou,0.3599584731343284,0.3328378731343284,0.0033346,1280,554,725,0.0204065,0.0033919,0.023786,1045,1341,1.312,36299823,268
Onchain Divers,6hcGvZypizjf6PPsxboshZHRqefyQKSG9L8vZqYdm7UY,DiveRaPKviyDnQyiiMFdV4rujsCBJzMNvPjKfvGNLGvL,0.3596433877192982,0.3187275877192982,0.0047364,1290,520,769,0.0327925,0.0033986,0.0361794,1000,1883,1.009,34176261,228
,7jPqpHuN5v59dtBom2tjmYEfi6WaM4sFtJeTD6fzhcdS,GYx8kpp7SsRwtQEEsGQjAxb4hFMMmT91kFJuDeky3YGQ,0.3592350847222222,0.32515778472222223,0.0124362,1272,549,722,0.0183012,0.0033509,0.0216411,1020,291,1.056,34174449,1440
huglester,4QhNoG3PN1FXXFhAEA2QWdor6xjXvM9pjq6MXAUV8Zg2,Fudp7uPDYNYQRxoq1Q4JiwJnzyxhVz37bGqRki3PBzS,0.35920694722222224,0.33471784722222225,0.002319,1373,606,767,0.0185903,0.003592,0.0221701,1052,2954,1.025,38296878,144
fat tails lab,644K33yWfSzc32VvY5fRUfUqphw8LTaLQntCkyEpJ8h7,HVXXmNKkmDZbZwj74iL2Y9Wu4SyrchBoxAfFYVAktLrG,0.3591996034482759,0.3233431034482759,0.0091672,1358,593,764,0.0231083,0.003594,0.0266893,1015,1852,1.009,38058386,232
Sunshine,FGtsnE1HB4bBi6g4xAt5mvWtuC3qBPWPBgWVrnRmUiVH,2P9ZYA4vBoBBr56hrEFTmrd5ctuz3r7wtvRYmbgk6jRL,0.3591693111111111,0.3347241111111111,0.0044065,1303,532,771,0.0166171,0.0034331,0.0200387,1050,2372,1.019,34708424,180
Bella2.0,8zHJtME22tiY3UsSHtDJXo2J8hUfwikBxXNbVqQzA92r,HaLanfo94ezLc3JZ55qqxr7W3qbe1PprJyv2uEtriEqN,0.35882922432432435,0.33164432432432434,0.0026886,1320,552,767,0.0210286,0.0034803,0.0244963,1040,723,1.015,36098421,592
Bybit Staking,8hPk5CbKDoM7dN9LssTdVkFhDykeq7A8CZurA5AQSFJH,CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,0.3588101802259887,0.3173504802259887,0.0158321,1299,524,774,0.0222311,0.0034078,0.0256276,998,303,1.01,32847496,1416
,H43AYFsvhNuALQieHpLXefp1ECgEBT6oVnS4EcTsC25C,FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,0.35877832953156824,0.3297805295315682,0.0023815,1309,525,783,0.0231908,0.003438,0.0266163,1036,219,1.046,33222841,1964
,6x9uLhegx488uA3dPoq8DWHS488K4FsEqeeMXeW7kQPx,EfPYQ4BUMiKa6736qqrtnCBGkUSRDGSr1WvtyUgWHuyp,0.35867017340425533,0.33263497340425535,0.0046695,1340,566,773,0.0178372,0.003541,0.0213657,1058,1140,1.012,35692609,376
Dragon Trust Stake,CP6mfD4Qc5AYrboXBAQeHMYj5x1UnYksDXRjG7DMkHH7,3BeharBd3j4sKQp7Qze27JLQLd9AEEwGTX9TC7dXYSNw,0.35846655,0.33325125,0.0025965,1274,503,771,0.0192663,0.0033651,0.0226188,1050,5958,1.012,33619538,72
InfraMesh,7sBYPueerpq3kKjmuimJkGr7jmiM8ZZ74pXPMEcBSxo5,6vG7fgweSfvY7JRViG4HwKgV9u6JKhMpf2bqr6TKNjUW,0.35822126138613863,0.33752136138613864,0.0021862,1233,462,771,0.0153025,0.0032228,0.0185137,1058,1073,1.01,30449179,404
Twinstake,Ak5BJzQe2R8qFuyYmaAFPjXuD7XPux3ZNTv52D7rfiqR,GoeW4aFK4dGoekJySgUynWDxBZiQJqm8GDAF4H53tDK9,0.35819321946308724,0.32377941946308725,0.0032402,1326,548,777,0.027698,0.0034875,0.0311736,1030,144,1.01,33322998,2980
WEB34EVER,ENVaKoD7ytn58xJ8s5htFfQ8hqQt1G9dcPUDqbSwVcgB,7MTjmteQHhthwwTZhUzsc2dP4NBvGNRqj8jzdqNxHFGE,0.35813118108108105,0.32587358108108105,0.0094021,1328,584,743,0.019372,0.0034941,0.0228555,1032,2730,1.104,37794577,148
Sygnum Validators,BN6EvLCeuYdrTjGaHCyugF7sSH5uckoVoy3Kg2TkyuDW,CkCMabrc3HgBgDkeKPXkbWuQpUuSqW7zs1Mg3HFArx61,0.35802232777777776,0.32599002777777775,0.0136121,1261,491,769,0.0151361,0.0032945,0.0184202,1023,1191,1.012,30643297,360
"Ubik Capital - 0% Fee, MEV",9sWYTuuR4s12Q4SuSfo5CfWaFggQwA6Z8pf8dWowN5rk,4XspXDcJy3DWZsVdaXrt8pE1xhcLpXDKkhj9XyjmWWNy,0.35797496875,0.32891546875,0.008055,1308,543,764,0.0175679,0.003449,0.0210045,1035,1340,1.016,34711499,320
Shiro,7JZTyHRTmzHfmHH89uT9xKSKDVJ1VnNQ1FeTeM4iH3J2,CiR8HNCfkjtcongPmP2DRdZPnFgjSbN5gsXdjmsXXHcB,0.3578899526315789,0.33330855263157894,0.0028084,1319,550,769,0.0182974,0.0034892,0.021773,1046,5607,1.021,35665170,76
Solid State Nodes,4MU64AyHBkRBUAYgAm91sP5vFgzUUgFHuS82CVhE8Q2Q,3CKKAoVi94EnfX8QcVxEmk8CAvZTc6nAYzXp1WkSUofX,0.35787839393939397,0.30174439393939395,0.0264354,1298,540,758,0.0263033,0.0034067,0.0296986,946,3205,1.035,33846894,132
Hanabi Staking 🎆 | Staking Champions | DoubleZero | ❌BAM,mintrNtxN3PhAB45Pt41XqyKghTTpqcoBkQTZqh96iR,mint13XHZSSxtgHuTSM9qPDEJSbWktpmpM4CZxeLB8f,0.3577457032967033,0.3297642032967033,0.0073338,1319,567,751,0.0171703,0.0034905,0.0206477,1039,1176,1.015,35407151,364
🪐 To The Stars 🪐,FSDKGroWxgBf7VmV6X1NLDhnncrWW2ekztwRWiJrPf3k,BxkAkLR2W3agWtjMXBNvhxmB8vsn7zhjNQcyfost99KY,0.35756994999999997,0.32966575,0.0048533,1252,479,772,0.0197672,0.003295,0.0230509,1034,5360,1.013,31760291,80
,68Lq2AaLY1j4zVhzNc1R8sWWgfh5QdPMP1Fawx1iWEVV,9ueKvL3WiLM4mNUZrfWqPTYY2Np5YwzFTYvAiPibx1Zq,0.35717255238095236,0.33025095238095237,0.004498,1272,500,772,0.0190924,0.0033424,0.0224236,1037,5074,1.019,33133496,84
,At2rZHk554qWrjcmdNkCQGp8i4hdKLf52EXMrDmng5ab,GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,0.35711638177339905,0.32733538177339905,0.0021465,1314,541,772,0.0241899,0.0034574,0.0276345,1027,176,1.011,35232060,2436
SOL Strategies,punK4RDD3pFbcum79ACHatYPLLE1hr5UNnQVUGNfeyP,SSmBEooM7RkmyuXxuKgAhTvhQZ36Z3G2WsmLGJKoQLY,0.3569261419354839,0.2974527419354839,0.0023509,1324,553,770,0.053644,0.0034916,0.0571225,936,1165,1.012,36412822,372
Trust Nodes,FiijvR2ibXEHaFqB127CxrL3vSj19K2Kx1jf2RbK4BWS,HH5dA42XF1HxNk1TRpG6LuKfLViMYNdAz5iWrFM4hWFi,0.3568373294117647,0.3311330294117647,0.0034089,1282,511,770,0.0189378,0.0033698,0.0222954,1039,631,1.01,33372187,680
Y8 Crypto,D9BcS9Fasxj7zNv3kP5rHErv7aFxihi5EBZo9xUqaHeh,4DraK9wUrMSpzbGjUbSWTHAhJimMyB49HyKhvfwe6e51,0.356658576744186,0.315809476744186,0.0098907,1317,553,763,0.0275148,0.0034554,0.0309584,993,2551,1.013,37756122,172
0node.io,6cvBCfFXugkTqgSFVPvzhoWaLbhHWvZfSsZadWP5rryR,6NDen7aDi65apHo8m1Vea4nuS6LyjQeM6pDNqcW4Q5Pg,0.3562707545454545,0.3326854545454545,0.0016157,1275,518,756,0.0185992,0.0033822,0.0219696,1043,1309,1.114,33360605,308
Easytoken.me,21wUViiyG1g47VZ39ZZsSkFX9nu6bkyfy6jryHGD2TUB,FjYEr2UCeFzNfAKiFrbhG34Zv8LxbmfHYAFhAfc7SLQL,0.35573125555555557,0.33214055555555555,0.0034133,1236,468,767,0.0169428,0.0032463,0.0201774,1041,2983,1.011,29691258,144
,7xENfwKCajMB5aVTgmTB6h7d7Su91wTcnfMjoAQCMvKq,6y7V8dL673XFzm9QyC5vvh3itWkp7wztahBd2yDqsyrK,0.35546451331444756,0.32910261331444757,0.0018675,1303,536,767,0.021072,0.003435,0.0244944,1032,151,1.014,35021454,2824
,HkFuE9NJahP7uA8RooXtp64UQb7XNUMVisWsJTgx3far,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,0.3553823529723992,0.3166603529723992,0.0058631,1344,568,775,0.0293341,0.0035374,0.0328589,993,114,1.009,34490678,3768
Next Finance Tech,gfR2VCrsVcm1gF2teasQpP6BdX99mVVFhEQck3UhTNC,D1Vbgkrhp1TmLGhfUD1urRMx5Ntz9AqQpgdX8DR8QMC1,0.3553251,0.3291022,0.002947,1329,576,753,0.0197789,0.0035084,0.0232759,1032,3888,1.161,36783868,100
Lion3d | 0% Forever + Block Rewards Sharing,DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5,CVvaeDPR2o7P1eawG5c9TPFLzSXAewwPovPmREaEL4Cm,0.3548820691056911,0.29112806910569106,0.0230431,1304,536,768,0.0372874,0.003436,0.0407109,915,873,1.009,36220678,492
Figment,CcaHc2L43ZWjwCHART3oZoJvHLAe9hzT2DJNUpBzoTN1,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,0.35471950741839764,0.3129765074183976,0.0152214,1386,613,773,0.0228737,0.0036608,0.0265216,982,31,1.009,37989070,13480
Temporal Emerald,Haz7b47sZBpxh9SwggGndN3fAyNQ1S949BPdxWXS3ab6,DTSUkYHd2e9P2HLyZfbLarsbDdPhQUhZnWjRYuJZQRC8,0.3545857056047198,0.3158954056047198,0.0043156,1347,575,771,0.0308377,0.0035493,0.0343747,993,316,1.012,35184235,1356
Alchemy,JEJzKYzyYJJjtn6Yb1P7r6YV75TdSNmmJT49sgDoHvmk,7qGNnXKW1e3DsqEaSxwxMdBTFsrK73XtWTmkGitRyMQc,0.35442153119266057,0.32473143119266057,0.00423,1287,521,765,0.0220852,0.0033872,0.0254601,1019,196,1.009,33755790,2180
Watatsumi Validator,8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,5ZjxMYBbnKd4VFxLjAChSWMTeQ96147HnxZvQJxUseHV,0.35440884782608695,0.33134934782608694,0.0038731,1288,516,771,0.0157937,0.003407,0.0191864,1054,4665,1.011,34658356,92
Blockdaemon 🧱👿 Validator,FQwewNXahV7MiZcLpY6p1xhUs2acVGQ3U5Xxc7FzV571,7cVfgArCheMR6Cs4t6vz5rfnqd56vZq4ndaBrY5xkxXy,0.354320435413643,0.31126293541364297,0.01466,1393,619,774,0.0247295,0.0036817,0.0283975,994,156,1.009,38536975,2756
Hinode Technologies,5DutFKQ8qPmbjFEmp31QH9JDYJXvwh9pma8ap5Phxk6H,FFevTkywysWf8PJvH4DZkEp4v9ks9HJPJhZWbhhJiYnr,0.35418964285714283,0.3293871428571428,0.0031025,1294,521,772,0.0183028,0.0034092,0.0217,1034,15314,1.011,36575802,28
stakefish 🐟,7VGU4ZwR1e1AFekqbqv2gvjeg47e1PwMPm4BfLt6rxNk,fishfishrD9BwrQQiAcG6YeYZVUYVJf3tb9QGQPMJqF,0.35416804532374097,0.32959334532374096,0.0045772,1300,534,766,0.0165821,0.0034271,0.0199975,1039,755,1.053,34347864,556
Fountainhead 🌱 Funding Dev WITH max APY,FH9xcL7Fqkreq1wSkn2Vf7AfnMEyo2KK7QX32LTFndt6,fhsM2sxME8cHrrk3qvtMsRRDv5AoLFja7NjNnHeYZxe,0.3539143925925926,0.3265275925925926,0.0055782,1285,514,770,0.0184495,0.0033712,0.0218086,1024,3971,1.013,35017071,108
Capital Alliance 🔥,DTwEEF6VSrmTBYkDcj3BKAc52qhvP8CEQUEAMMT1cG3,6gnbmed7kzwQVQ7ghsjgEuCoYmGeWciV2qCwni6WS6HU,0.353891769047619,0.332738869047619,0.0038995,1235,464,770,0.0140206,0.0032447,0.0172534,1048,2551,1.031,29980958,168
,ADoJoWDcMS7HVW8cMu5GRvy3FBm3RG5bEWQi74YRnwKt,Bi9kKNxfW2XqgCmLcuhHt6A3x55GuAGmrVZxRHLyVoQ4,0.35374723125,0.29732203125,0.0101322,1656,869,787,0.041875,0.0044396,0.046293,934,1117,1.01,50315744,384
Bitprim SOL Validator,FXRu5NA4ouLGFuZNNWZFwwnvQz9zE7JCX3D23RJTc2NU,7zAHbRxEQaNjKnQMjFm7j8LebHSGfzsQDdm2ZpUNPa7G,0.3535724333333333,0.3287908333333333,0.0020812,1314,570,743,0.0191833,0.0035315,0.0227004,1049,35404,1.026,34133176,12
Velox Validator,HHLMTHR9YoyDNsWKVJBT5AKrX86iQjkiKRFRrnaFubgq,FLwV8tm3pL8pZj6d927VASzPrgW51Gf4nRJuTewrfega,0.3534034387096774,0.2797398387096774,0.0454508,1468,698,769,0.0242989,0.0039302,0.0282128,878,3460,1.011,40289884,124
Hylo,hy1oJTV2kX9acsqpwk7hbteqXFw9VDbWvbxoamFEufW,hy1oMaD3ViyJ8i6w1xjP79zAWBBaRd1zWdTW8zYXnwu,0.35338052560975614,0.32525972560975613,0.0019405,1291,546,745,0.0227751,0.0034175,0.0261803,1020,1243,1.109,34797236,328
Code-Breader,HeTyhZdUKswQoonJJTXqAnDN48ceyVAeFaKfYKayGPNS,DViARWAWKkxAzp4UCgbw5B9pLSrBY3PaztFErcwgVUKX,0.35320460454545455,0.32086920454545453,0.007332,1302,534,768,0.0215837,0.003432,0.0250034,1008,1623,1.014,33910544,264
SUNREN,FgiteGaHbA22Wt4Quzv3muscQtvX7gzVwvUHbFnb3rTJ,B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,0.3531597833333333,0.32727708333333333,0.0094011,1021,267,753,0.0138339,0.0026533,0.0164816,1037,8917,1.014,17538727,48
JStaking: 0% fee · top returns,DPmsofVJ1UMRZADgwYAHotJnazMwohHzRHSoomL6Qcao,8yjHdsCgx3bp2zEwGiWSMgwpFaCSzfYAHT1vk7KJBqhN,0.35308288695652174,0.32474608695652174,0.0049608,1302,541,761,0.0199536,0.0034343,0.023376,1035,1554,1.012,35337406,276
BONK - Powered by Jito,J1to3PQfXidUUhprQWgdKkQAMWPJAEqSJ7amkBDE9qhF,23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3,0.35297463478260865,0.3249704347826087,0.0046716,1305,534,771,0.0198946,0.00345,0.0233326,1034,4660,1.022,35109516,92
,GdFaSCpPf9RqRjxkvXUCzLR62bEjmEPZMS9XRVFC3pDu,FhFB8MAj5Kzxo2aUKnnAXGWxQRhfe1Nfrf5gTReQ1evD,0.35288363333333334,0.32541583333333335,0.0021778,1327,539,787,0.0218117,0.003491,0.02529,1021,705,1.01,34092233,612
Yurbason,9gANMngbGUmAaLXL1RC3JdiaLjRowJXNbzCTh53ht7mq,YuRBAsy9Stw1u46A8dMp7WQVBFweLP1PKuYibzYAMmQ,0.3528359707317073,0.3284781707317073,0.0020024,1313,540,772,0.0189098,0.0034592,0.0223554,1030,2614,1.014,35942451,164
Alpha Pro | High APY🚀 100% Reliable ⭐ VIP Services,7opSZGmevWhRDyLt5Wu38FZFjUyredGmMki4DNmxDnjd,7PdKhpKz7T39vZHFL1UfcYNDsLvay6hp4KPQq1aUckFf,0.3526625338541667,0.3158380338541667,0.0128851,1331,556,774,0.0204553,0.0034969,0.0239394,991,558,1.013,33402670,768
Mesh Validator,mesh3Px7WMi7Dkxke4ZZBULoKHM6sp37wKtg4DwPqPY,meshRrDTME9cL2FSQ9E56EncfkZ7vL8apwcCFsw3o6Y,0.35242313333333336,0.32108583333333335,0.0074858,1295,558,737,0.0204497,0.0034146,0.0238515,1009,4297,1.072,35877207,96
Jupiter,CatzoSMUkTRidT5DwBxAC2pEtnwMBTpkCepHkFgZDiqb,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,0.3522230669029971,0.3140483669029971,0.004584,1344,566,777,0.0300637,0.0035393,0.0335907,985,34,1.01,34531442,12412
Windfall,EJHf5N9is5spAF5Kz384tTvTV3CwTka6qzUoZrYm53SV,4uH4G6YiD5G8rU3mtPg73C2Uqamrqedy3FboTZcZrh6x,0.35210813939393937,0.3162739393939394,0.0154249,1334,576,758,0.0169139,0.0035086,0.0204093,992,3005,1.15,36567926,132
Blueprint,528hi3StRe7uGjt99d35myh95JPc2MqBEHTPYcEhqMg5,2Wf9V9rPeVRUTfmWdPedCJuWVr6MFfyLuigEq42DuMDc,0.3519796785714286,0.30658267857142857,0.0019774,1318,586,732,0.0399799,0.0034505,0.0434196,962,836,1.04,34159464,504
blueshift,shft7Fry1js37Hm9wq4dfwcZSp2DyKszeWMvEpjYCQ1,shftkxnsXmqAkmLgz9Mn7bNB5Fr6mKgFc58kFHfVikj,0.3519640807692308,0.3264879807692308,0.0017981,1313,542,771,0.0202329,0.0034578,0.023678,1024,137,1.011,34672830,3120
bloXroute EU,bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8,bxrAptB5ZpZBhoLedJpoGWY5hBjjt3zvVBr2323Rrq6,0.3519583073529412,0.3180090073529412,0.0072459,1284,506,778,0.0233437,0.003371,0.0267034,998,1578,1.01,31584246,272
,BkSS8kGUNcQkTgEKMmBhHxGVLdzw43EAzDYpZqyyxFrT,FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS,0.3518787548596112,0.3237317548596112,0.0070139,1277,529,747,0.0177813,0.003363,0.0211331,1015,229,1.024,33728633,1852
Theta,CV7uvPY1Hk5Avb2NvkGJoUzGnipZrEZK27j5rQJoUae9,8AkVj5aAtJ27tYXeq89cnSf68V43NarFHMx2iSDjZv7c,0.3516969076923077,0.31256930769230773,0.0124682,1298,567,730,0.0232535,0.0034178,0.0266594,981,1575,1.079,34671873,260
kuma🐻validator kumaSOL LST🚀🚀,4m1PbxzwLdUnEwog3T9UKxgjktgriHgE1CfAhMqDw7Xx,3tm92VTxwyZ5MDhGoYR4tVTkwWYkzfam6hwBjauUACCk,0.3515925,0.3193329,0.012486,1306,571,735,0.0163529,0.0034321,0.0197736,1001,3967,1.131,37014282,100
Kraken 2,51JBzSTU5rAM8gLAVQKgp4WoZerQcSqWC7BitBzgUNAm,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,0.35149909571611254,0.31039029571611254,0.0060861,1358,583,774,0.031459,0.0035761,0.0350227,990,68,1.025,35062418,6256
P2P.org,FKsC411dik9ktS6xPADxs4Fk2SCENvAiuccQHLAPndvk,DWvDTSh3qfn88UoQTEKRV2JnLt5jtJAVoiCo3ivtMwXP,0.35138131002202644,0.30874731002202643,0.0147635,1349,576,773,0.0243352,0.0035483,0.0278705,985,118,1.01,35384550,3632
,AzbQjKoLepbDS8C6hgkRY7UCRwbwZZ9HqdtnWyef9WjX,5Us18hLZPXJTS4QVuGSsUw137Dyd2tgBaem24Xsf5nBS,0.35121158644067796,0.32620418644067795,0,1294,523,770,0.0216214,0.0033985,0.0250074,1023,364,1.013,33967999,1180
,BhREyEsP3YAtQbTCrKcXgTNTeaq9gdjWji3Nz4d8Q1P2,3SkE34PVeGck2ArEffFKjihrQgURsvnoTAhitsNXNzXd,0.35116236,0.31864966,0.0021014,1315,545,769,0.0269619,0.0034624,0.0304113,1000,171,1.013,35723570,2500
Pine Stake,PineDoC593nrX16W8ZLWfF5Evb6otv7fRfZMLjPAHe3,Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,0.35113957435897436,0.32616147435897436,0.0020811,1290,567,723,0.0194946,0.0034142,0.022897,1023,2279,1.335,37412053,156
