account,name,activeStake,softwareClient
5essVpBYvocZkQnkrWsMDfRPwtp4BeihJRaweKLR4dRn,"Certora Validator",268301132981759,AgaveBam
qZMH9GWnnBkx7aM1h98iKSv2Lz5N78nwNSocAxDQrbP,"Spectrum Staking",268238550384475,AgaveBam
DViARWAWKkxAzp4UCgbw5B9pLSrBY3PaztFErcwgVUKX,"Code-Breader",267997593423178,AgaveBam
MARiKM3t7pDCyXtvLq24ErWDAvYu84yXqCthkR1GS33,"🧑‍🍳USDG rewards (7.11% APY)",267339536115415,JitoLabs
32ke3uf1qL3xLqbwzU76T2sbG2XaJrGuSCNdUnien3zm,"FalconX",266393314078307,JitoLabs
rsbp8zMHbGCpLoRktmsjspYv77VcjxAzH1KxPCD9BiU,"Albert is Great",266085029658918,JitoLabs
CTDGxTK789ZvhgyHZHtSnxTtysbyY1mrywXEJiYYqXxC,"Cointelegraph Decentralization Guardians",265361234217873,AgaveBam
EdGevanA2MZsDpxDXK6b36FH7RCcTuDZZRcc6MEyE9hy,"Edgevana",265106489158900,AgaveBam
AoUwfPuiEek2thVRDhMP7HbQb9rguyab4rDiz2NAfwwA,"",263236139868165,Agave
SyndicAgdEphcy5xhAKZAomTYhcF8xhC7za2UD9xeug,"Syndica",262093208974720,JitoLabs
CEL22Qx7p85qY6gmhCZaYJrrnynJitkVRMQo6qZdT8Ns,"🚀🚀Super🚀🚀 Validator",261863063437249,JitoLabs
6k5hZkHGa4x3xEU7Wz2LxWwueqZtVvX3fpymGugB14yB,"",261718454146516,JitoLabs
9bkyxgYxRrysC1ijd6iByp9idn112CnYTw243fdH2Uvr,"Legends",259689058025318,AgaveBam
3KiDz3wuZrJfsgKt5KEvRb1WPpbci1PWj78aPVF5ei3F,"Nemertes",257744096417059,AgaveBam
radM7PKUpZwJ9bYPAJ7V8FXHeUmH1zim6iaXUKkftP9,"Radiants",257576446046446,JitoLabs
8ZQg3K1V1Z2BVJkjmnxpi43WKhjPGXphzu5QmBkJibSP,"P2P.org Labs",256456339160068,AgaveBam
KoLibrJsbABbtmtFPc7nPvDxT81rc4UPM7mY9xSLjpo,"Kolibrio",256271030333946,AgaveBam
4b1onMDEasBh4BuPekQWijx3BYR64hAE1z2jJyeZUkck,"4BLOCK 0% Fee + Jito All MEV",251612450981578,AgaveBam
3s97yjq2MhoPVPC3U9VeE3Z5S643Pweovg88ysvrQPw5,"Starke Finance",250234823791857,AgaveBam
BeSovDCzhEAfgwDyXBuhmCFKsu5WQ3PaX61GEfteNzXM,"Yonta Labs - LST 0%Fee MEV -",249412983098409,AgaveBam
SELEXm1aELCweknS2tsG6A4WivjVvgrTWn9doHNLj66,"Selex Validator",248724101667612,AgaveBam
phz1CRbEsCtFCh2Ro5tjyu588VU1WPMwW9BJS9yFNn2,"Netrunner",247265985921572,JitoLabs
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,"Paws🐾 0% Fee/MEV",246668114889838,AgaveBam
9GHvMeJ4ZWuAX6sDGscFL1TBMszx2EehnrcTVUy4MZJQ,"",245116104064058,Harmonic
9gFxqsXbFyrKXUkqpAatonn47uYZ7sEZSnMxhzQoXrUJ,"LUX8 Validator",243617867645674,AgaveBam
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,"GlobalStake [Bare Metal]",243512303797032,Rakurai
8AkVj5aAtJ27tYXeq89cnSf68V43NarFHMx2iSDjZv7c,"Theta",242921782852961,AgaveBam
BUokhb8pPF9MZuzW3rHLr6jzakgcz3NDq2PZkpiVv3jb,"DeFi Dev Corp (NASDAQ: DFDV)",242600465556461,HarmonicAgave
Lake8NXDThihebhxS3Js7mFnj9fthmus93zEdsFNrsL,"LakeStake",240651088842263,AgaveBam
BR1aTt4ZZUCwWJDkSYf1hqkYJjo7Mb7Ar8iVTkeSwUB8,"Abacus",239678733050393,AgaveBam
AsMpvJ3DZ2Ydu1WTRMAyMH4QjSLiUG39rKzfzvtE1bWr,"Nordic Staking 0% fee top APY 2+ years",239261746288372,AgaveBam
7mF8NZJdREuM1uwYcvKffuY9QJBEoHhNp4hZ4NS2fuXW,"Meria",237575632016409,AgaveBam
AG1PsJMQcutNUX64RD3bAhW7NpxWeFkqkgGizBznYFKW,"",237305614213039,HarmonicAgave
5marvipGzf98hxnoJFXsZbGHSXcEQ3yRGJ4ps7D3V4ou,"MARVEL+MEV!",237215357198418,JitoLabs
1KXvrkPXwkGF6NK1zyzVuJqbXfpenPVPP6hoiK9bsK3,"1000X.sh",236650435474492,AgaveBam
2gDeeRa3mwPPtw1CMWPkEhRWo9v5izNBBfEXanr8uibX,"NuFi",235285683222938,AgaveBam
2mDrrmhSzpSyaF12izGk8hnFjtKCGeCFPwQHpRiJDby2,"S4Mar",234562450510096,AgaveBam
Ey3DkEVbfBxfWmkTsG7Hqj7jshYf5Zx9H8462Zjjkykf,"SolBrothers",234364641727303,Frankendancer
HVXXmNKkmDZbZwj74iL2Y9Wu4SyrchBoxAfFYVAktLrG,"fat tails lab",233308737343168,AgaveBam
F6kVwubXEfZZo6e4Kozrtg7WoWk5wTRmrC8pwoxSLa7S,"",230290710446141,AgaveBam
DiveRaPKviyDnQyiiMFdV4rujsCBJzMNvPjKfvGNLGvL,"Onchain Divers",229680340221620,AgaveBam
Tri1F8B6YtjkBztGCwBNSLEZib1EAqMUEUM7dTT7ZG3,"Trillium: Stake, Earn, and Fuel Solana!",229030319201920,AgaveBam
2t53LvZfskcpXkdwLaBnfZLbNgyVHPu2BNFpcRBaEBhM,"Kevred",228752375782061,AgaveBam
popscoyTKVksa4TyTXw488b3vvFxM7qQEyTBeMQopKu,"P-OPS Team",228479539118932,AgaveBam
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,"Pigs in Blankets",227532821028378,AgaveBam
8GLRbAstsabZuZUx73AoyfGi1FRCWSUhRgMugFyofEz7,"Syncnode | 0% Fees  | Genesis Validator",227356884072713,AgaveBam
vahMVcSS3v6uwyFormV7FDAUbQSHwmy6vUedp1P7L42,"StakeITeasy🚀High APY + 0% fee✅ + MEV🔥",227063790795292,AgaveBam
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,"Paragon",226615627726521,Frankendancer
gridqZmeBcsUKT2Mv4M9YFHFN3tVLFb2TCtTcLD1cAd,"Grid Systems",225255268430113,AgaveBam
yJeahQNRHNWtL9Z1SqPX3SBwTYXr5ECMYYVK4uYVwxt,"Dosirak 🇰🇷",224428702280364,JitoLabs
THWsLPufeq9LWs2H9vYPbtFwdxAHbQHvSbT6pztG8x1,"THW Validator",222603833365440,AgaveBam
CPcDFHCAKkr5Kp9T5aQWJhXV5J6iFj141NMQ87L6poPL,"",221187457430687,JitoLabs
4W3jdXyqhLCjzA3Liu8ZNjViwrc6N9YjSB7obbxfjcKE,"Glory to Ukraine",221135324093917,JitoLabs
sbidYi7fbif6qNsMpwBKvyF5DKcLCbjaegpADsKqNux,"SolBlaze",220018978200036,AgaveBam
7nzTzRZzezmugqE5ZjHRMxarhXunpwZ2PUdjV7uYzt7A,"Solar | Empowering Youth | 0% Fee + MEV Rewards",219552158578425,AgaveBam
HMWXfjaeSHhww1wvdBhqhHVP9v96mFB4LJ9xP2MXbDGH,"CyberVillage",218352835396252,JitoLabs
puffinQSvKFriPbyE5atyx1ptfnyytovbzxybr1jsyy,"Puffin",217616194588264,Frankendancer
AEAJtnjjB19XFreJH21UP8rfd12f9kxMmngwZG3tGXbP,"Black Sand",217338801686370,HarmonicAgave
mXv18ov8qCiQGs3ieoen981LdgZzYJjJak6reK6fpNC,"MX Validator",214613554957235,JitoLabs
BiGcsiuFCLuiTzXoQgfLdge9sfpwr55YzdT8Kp7bCXmS,"",214232992356962,HarmonicFrankendancer
SLNDCSGTEsA6KHpgR32MBt9UAurZnVSJGUtW2tRpdU2,"Solend",212700278687081,AgaveBam
PAD9aPiKJGcbGxuVLbc8o4Vf65GPq3fJQ7PkHWuX6a8,"BlueLotus 👩‍💻",212135165587599,AgaveBam
AwcMVMvmT1aCETVYV42WE1cSMCyNp4vZqVjLsvs6dM4o,"Beachside",209801660869526,JitoLabs
MagiCBYNPD9iTBXqiFybAFCREQzG6MSM4LmFLXQZxuV,"Magic Eden Validator",209307079444501,AgaveBam
57i31UEyDg4koaZMZ1wAHbYuezXv3AVaHtvJgJarxt3f,"[Public Good] Chive 🌱 - 0% Fee + MEV + BlockReward",209046611594728,AgaveBam
8n4pc4sCJtBeLfJdGyJn6EcZuhtfTiepRa9ExdJFdmEN,"Pier Two Infrastructure",208040564472289,AgaveBam
8pyp3vfVPRziYdAYEyqkwytdBbdVbQmHqfQAVDcRV3w,"Rustiq Technology",207756967693451,AgaveBam
ABC1U4cf9DZMwqy8ktEr4WJj8VHmVBQibbC57gEJthwY,"algo|stake",207276212282211,JitoLabs
ANC1u9sY36q3mi2MyVhtz71un8yLgTsFBUuyLcSPzKsk,"Anchorage Digital",206819106861378,JitoLabs
DCdTPyDbXNHrmdv4ZyPPzEfY4mPAqH4hDPtowAteoNgv,"bloXroute US",206367738524501,Rakurai
nebu15XQKGpxzhhckADBX9PgvGN5qk9RRJCFLKc118w,"Nebula Node",205781948422926,AgaveBam
mD1afZhSisoXfJLT8nYwSFANqjr1KPoDUEpYTEfFX1e,"Block Parliament 🦉",204808229556374,AgaveBam
D4r6Rcua2L7nHHhdaiZe2k2bTfPg2WQqcNYpG6bugvCG,"Limitless Systems",204361176408379,JitoLabs
8Yq98CFAorqAc3CN7XtMVgKLrBc78wsBvjhAbFr4sNQ5,"MightyMooseValidator",204231273166243,JitoLabs
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3,"nordstar ⭐ reliable staking +MEV",203154316156392,AgaveBam
ciTyjzN9iyobidMycjyqRRM7vXAHXkFzH3m8vEr6cQj,"Phase Stake",202441991988325,AgaveBam
3tzpLMWRkWucvTRWU5PjgKzN1iwJuV69yCCjmuuo4gTk,"TruFin by Twinstake",201841161029260,AgaveBam
mastWEbKEMjvBCd1uaUBpNjWcfSPhXMWnH9tTrgzn1g,"MAS DeFi",201649524504763,Frankendancer
G4GT8z4AKWNoy3x6nuzxW83UfFXLXzrwn7DZQt4GvWdU,"FREEZZ",201229676423117,AgaveBam
43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2,"Titan Analytics",201143676742632,AgaveBam
KTMkUG8WCw9FdH44jLMBpc1teGafnYL6SgP4fHHbsNM,"⚔️ Epics DAO ⚔️  - ALL 0% Fees ⭐️",200961402065051,AgaveBam
BADc8V9fi8KsZfF26K6DgZsywcJYZTX5EW5jypnVCB8d,"",200925808376130,HarmonicAgave
Av8EnYrPBnSJHK5e2wmTdnCpSy7nzmBgyFaUKSyLnBfe,"AndrewInUA",200431660735021,AgaveBam
UMi1r5J3SagSu4HC3waB3YFzbXi82rRSScgW2e8NTfr,"Michigan Blockchain",199105372916837,AgaveBam
FwnWx7x99rGwLmipzz8ii15NqcHkKRo2oS1Y7j6LivgZ,"Prompt Logic",198137339343950,AgaveBam
ArMBx6veRq33ffEP9sxHafiPRgrtzww4XvbwZbSMfXiM,"Luke",197879751545243,JitoLabs
73hojLdq1vZDSxeVQEqVFJ4iwLngdvEJPEpEHkSdv6BZ,"SuperteamDE x Staking Facilities | Public Goods Validator",197458394989689,AgaveBam
sTEAKPk59EtPPbixCweyv6oRLNCDEE8pnnef6gUfbiW,"STEAK.NET 🥩",196622634011737,JitoLabs
Stakex4B2tpDHPWGvV1dninfiaYCGdakgTknpzPitLh,"Stake.org",196142527891967,Rakurai
CjmXSapt1ouz3CZzgkRJckBEwMSo5fVdVrizLeRscwYD,"Mad Lads",195352358863052,Frankendancer Rev
EN5F2BU5juUEWr9zRNNqKuQMi9zBUY1YLPHV5EyMrvnW,"SunshineVR",195330409438666,AgaveBam
9FXD1NXrK6xFU8i4gLAgjj2iMEWTqJhSuQN8tQuDfm2e,"Grassets Tech | Jito-BAM | IBRL",195307542658056,AgaveBam
HyperSPG8w4jgdHgmA8ExrhRL1L1BriRTHD9UFdXJUud,"Hyper 🫨",194915698362856,Frankendancer Rev
3WDh9HgusCujDmXCVhophLrHvoKHQd1Sd4uFHz1Awo35,"Absolute Guard",194526310357038,AgaveBam
8ebFZA8NPLBZD91CwsG1HWQsa2B5Ludgdyf5Hi3sYhhs,"stake.systems",194482432969076,AgaveBam
2UBhtRuyr9nvWsUnrbWrvJiYWEU8TVBD4PLYQJKiRa9H,"Luna Labs",193100735457637,AgaveBam
CTwsruptUccEtZGNxBDbuusHYxkBX3P6ndrxVjSG213y,"CryptoVik",192352513281873,AgaveBam
ETcW7iuVraMKLMJayNCCsr9bLvKrJPDczy1CMVMPmXTc,"stakeware.xyz | ferric",188313428838555,AgaveBam
vvvvbtDs9HsdsE6NskZMnb1RA6muoud1ChQuiF9QhSM,"Raydium Validator",188212407324290,JitoLabs
VALiDcyCpujxjJAZDK2av2TpMAigpSodzj2ApqgR4e6,"Validators.link",187365115205156,Rakurai
3CKKAoVi94EnfX8QcVxEmk8CAvZTc6nAYzXp1WkSUofX,"Solid State Nodes",186944162980251,AgaveBam
JC7bH7HSZoDhwggBXtRF31cVt71WiizY2J6YDDQfG5er,"Valid Blocks",186506664544207,AgaveBam
4VrjyXQT61WFSjuG3ehgqZUK1jqvYqB46veQbXLotq3n,"Vault X | 0% fee +MEV",185804206377407,AgaveBam
97jbhVBYcSmwGXjrx5PPWXucDsVBqwyoQ6rzP3B6eeMt,"anarcheuz",184559105938552,HarmonicFrankendancer
Ed9WjPnZfAXsPttcqxMwj94qsuXVRyBsyXnDkxFva2Zv,"Rakurai | High TPS | High rewards",184272499317703,Rakurai
peNgUgnzs1jGogUPW8SThXMvzNpzKSNf3om78xVPAYx,"PENGU Validator",184094840691646,AgaveBam
ADjyeNzWd8yhEjCVyAqT87eqoyGRbimERQsNhFQcXjop,"💥InfiniteSOL💥 0% Fees",183542550515482,AgaveBam
2P9ZYA4vBoBBr56hrEFTmrd5ctuz3r7wtvRYmbgk6jRL,"Sunshine",182533610357713,AgaveBam
SWiz7QwnYPm61pWWUUkMhj4r5pZLP1SvYibdHcB2cov,"BOOP Wizard",181607500442290,AgaveBam
cybi55ebub37HZW9YmRaLh59Lh3kqaLTsEBQwW6vFkC,"CyberAlex 👑 MEV",180957068765322,AgaveBam
N43JWBg42ZoUFMkHsRUVbP7wGVdxaHKanqaF9BBNiFC,"Quantix",180721352359255,AgaveBam
HrpWeJSYnQVtZe3BKxFCBrAEr8GRCmYUbQev4hoGDBs6,"",180263043497479,Frankendancer
9q16BB7WGmBxf1nJTdxH5zPnBUhtHqdqXqRFjSjuM4k7,"JDO Mainnet Validator",180191679546013,AgaveBam
idCE5k2BtTpwXdwAC7Var1enT9reut9fWECcxQP7LY7,"🔥💃🇸🇬 CeriumXYZ",178238204258345,Frankendancer
FdH9QEQBxPQfaF2JpcjgdfcMnDb7rjZkCDRCWLRjTQwj,"Solana Ukraine 🇺🇦",178081472671396,AgaveBam
SFundNVpuWk89g211WKUZGkuu4BsKSp7PbnmRsPZLos,"Staking Fund",177834216515820,AgaveBam
4vcmYPfLztUckU3c3FvXDwSq8aDNDqwEpvEiqAv97LGJ,"",177663353008060,JitoLabs
fdzip81euDS8jEZHx5H1mn27zGVMLzkgpQuzYRBfBYG,"fd1.zip 📦",177111101786105,HarmonicFrankendancer
2zykwzzo1pd3H2oSj5j5SRLTvmpa9Nr2S2Bh8tTVd5Tq,"zim.one | 0️⃣0️⃣",176996686272250,AgaveBam
GK2YYwmQk58xA2k2SeugY3i334SJVViqTT8sT5wim3Dk,"Node1",176827236657884,AgaveBam
9dH6wfdJVgnDcbCUjT8rkmejAzTnGQaFarmLfvBYXANK,"4CRYPTO",176254573839796,AgaveBam
bay3wXfJsu9ds1zQBoQQ4DUwFGs3NP6q4gca9WM5G1z,"Bay3",176250512404703,AgaveBam
WUNoB9YQXmXXRcJsjY1G8PfVag5aAfnyGmFd6YwJVwp,"StakeCraft",175432785389944,Rakurai
NdMV1C3XMCRqSBwBtNmoUNnKctYh95Ug4xb6FSTcAWr,"Neodyme",174556775654043,Frankendancer
Ee8dX3qtwrDRnxYK6NGQfmMeKT3Qpp2QZHpxiAiw23W9,"StakeNode777",173478530085926,AgaveBam
9Wmaz9VPpEnH67ZqrvYd9bcH66DtsGaEKcSQE1ac5wkf,"LumLabs",173197352006349,AgaveBam
4DraK9wUrMSpzbGjUbSWTHAhJimMyB49HyKhvfwe6e51,"Y8 Crypto",172931945540257,AgaveBam
By8MseMKtZQQaQjMHJiyetmc5AC8RZZv8C2ss33ktrHt,"Wave",172618795792239,AgaveBam
9UbU7oaVXX6t7bMthxzzGPnWumFNxoWqUwX3qsrxb4pp,"",172545130396179,Frankendancer Rev
91oPXTs2oq8VvJpQ5TnvXakFGnnJSpEB6HFWDtSctwMt,"Stronghold",171906379162160,AgaveBam
6xFDLX751L7H9d5fQT9sf2SM5RWWE9LDgqz25pPDbWoJ,"TdrSys",171311115599004,AgaveBam
zeroT6PTAEjipvZuACTh1mbGCqTHgA6i1ped9DcuidX,"0base.vc 🇰🇷 | MEV 🔥",171017980426546,Frankendancer Rev
RLMS1pv3YKi7CSUCKTNcFN5fFkXJc2SmCwPhbQpqZJo,"Realms Validator",170675074988679,AgaveBam
A23LfQn6khffj2hGhGfXr6P52W2pxrVcCaHVQLYQgiX2,"vladika",170540084534840,AgaveBam
Crg1X8FftV44NmwfFvgREjanBQmyyS7NEu6duLU7Cyy6,"Chronoflare",168925427243824,AgaveBam
4QNekaDqrLmUENqkVhGCJrgHziPxkX9kridbKwunx9su,"Stakeconomy 🚀 Jito MEV + Triton.One",168460100642601,AgaveBam
6gnbmed7kzwQVQ7ghsjgEuCoYmGeWciV2qCwni6WS6HU,"Capital Alliance 🔥",167259401374781,AgaveBam
ECZx4Dfyn2o55KTYbM9r3Dt4VZRcrdfdrst7sUbWgrdU,"Orca",167096664290541,Frankendancer Rev
YuRBAsy9Stw1u46A8dMp7WQVBFweLP1PKuYibzYAMmQ,"Yurbason",166914139481445,AgaveBam
CpuDNi3iVoHXbaT8gHpzKe6rqeBasoYjEKi21q7NRVJS,"val37",166597212962311,AgaveBam
2kVZVTY8FMRZ3WuHzyqNz8qd4Ytbba9f9DaesUm5WLvR,"SunStake",164939229954402,JitoLabs
4aRPyjsqqFsf5488a9QAaHJLQJMGwoL5P6wRtLmroe2d,"SoLove",163396471996004,AgaveBam
BNtHBLo1L2vAG7PBQ6mJvWz7GqVPxBnioXsY2Gjtubrg,"CatalystX - Innovation OnChain",163340111425694,AgaveBam
LimeA3gMLb2SjxrKbP7NsWk1UwTZrw4B6Ctc9dmVU6E,"LimeChain",163285114834837,AgaveBam
5ivRNcK1yThcK3koZR1oikAfuNm6rj1LceMskayoVSzc,"",162558484031088,Harmonic
BuoZ7q6faiJNTN24r7Kcj8dp96axs5XPEKXmWGsh2pDE,"",162439587495705,JitoLabs
11AMA4mnNbsrPQeuoNN7uiZVJZtqEzQHrTfa5vnbcjk,"11ama Validator",162028186167043,Frankendancer
EtoMApqP2h1vVm9XLTTp5HERNezm5btkqrdAGQ9fZRnp,"O'Solemio",161125792589447,Frankendancer Rev
2jS8AX38m8F9C5juToW1FmTufEbb1DfDzZJj9HSJcWwo,"0% Fees | Easy 2 Stake | Jito MEV",160747335496675,AgaveBam
uEhHSnCXvWgtgvVaYscPHjG13G3peMmngQQ2ghC54i3,"Satellite Staking",160252300775857,AgaveBam
8T8AJfUCXwPFwEMmjca8gCRSktPrqbUBVa6ggNyhLhFJ,"StudentSOL",160182634602934,AgaveBam
5AsoSeQtLoN8eLsf3wKrR3LwxHME4sTBGR6dpTCP1k3H,"some name",159768496726333,JitoLabs
GRT7yrpfF1TEvp3RmCzu5YZ74B4EueVMPg5NYtSiPwtD,"Tramplin",159688633357290,JitoLabs
BitokuDHQiAhpUKrwx1VssAAoW5Rst8zB6gpfoaxM3Kh,"Xandeum Labs low fee + MEV = 🔥APY %",158680927853332,JitoLabs
ALp2GdA1eJV8vZHMHazCtTxNXe3BLUSco9LDASgjDs8R,"🌸 SOLGirl MEV ⚡️👩‍💻",158640533102046,AgaveBam
2XmhZKHmfjku3T3nC9xKhgr5bm1CAmWXqNsNt49mo82C,"Soldea Kitchen",158447829414139,AgaveBam
74Xkp2iLXm315h69sFRiCFjmKnaWkMV8W2LgJwPRSgN5,"",157791522530916,Frankendancer Rev
EdFUcP2f6j9iBg5BqsgJn3WDr1JieiKCo41hZ5Zrsk6w,"Bitget Wallet",157211737296093,AgaveBam
7PpXQgDb9eCHN1Uudgi77Wm89cRz4T85YgDw83qvaJXd,"Nodance 💃 00",157151649978917,AgaveBam
D3htsc6iRQJLqCNWcC2xcZgUuvcd1JT8zoYNqraNcTQz,"pico🙄.sol x SOLPLANET🪐🚀",156528196267021,AgaveBam
SPHERExTW7GaMgS4RN6MbghYvXU2REfFWHgpxMH1P69,"Sphere",155961397413413,AgaveBam
parafiUS6h6oLhCFwhjvEmQJKw8pF1iXsxMJdTq46dS,"ParaFi Technologies",154950705884856,AgaveBam
Fudp7uPDYNYQRxoq1Q4JiwJnzyxhVz37bGqRki3PBzS,"huglester",153626691537762,Frankendancer
nSGZ3tv2UhskkPqiB666yDVj7PTi9qKgDqvjHyw5JgM,"OranG3cluB",151947433716968,AgaveBam
Fb77sbwgXmtjmkjkaoSckGp5yg3nqdtD8zf1dyxxiCSf,"GXFC Validator",151641446661747,AgaveBam
BPKAfGkkzF5u1QRjjB1nWYYbPMUCMPJe1xZPmwEMNMCT,"GateOmega | SolCircl.app",151245779405720,AgaveBam
vaoJKVZYPAsqc52T2nNQhABR1gU6Cy2koDKfCQaEiva,"polkachu.com",151137462471084,AgaveBam
93Q99nhdKjuSe6WNXgMBbC3s8QVQEAoHKt91PNRkUkMn,"STEALTH",150315633337310,AgaveBam
GwHH8ciFhR8vejWCqmg8FWZUCNtubPY2esALvy5tBvji,"ART3MIS.CLOUD ☘️",149842043072543,AgaveBam
7G4RfctwLLgqG4ZWfCirU8dfJd87mKQWgB4EHQRv8i7v,"☄️ The Mandalorian ☄️",148829266698112,AgaveBam
8aySXUFrqJz5kath6aVijrkBH8ZtxMWJGhYXwYBpKmHK,"L0vd 0% fee +MEV",148551238752798,AgaveBam
PKdLMugp1Mf88Ji1GkdqRDBewaUh2cqg79CBEo6eJoQ,"PK",147931088724255,Frankendancer
dcntruDNP5SEcGV4RxnsqXFURdDZGT3DTQv68Q8H7Vu,"Decentra",147600622091550,JitoLabs
7Hp1e6BrTBkbBN4wFiNmycPVPsjvyUUBL2tGhYEMT6gt,"Bandito Stake",147568071563804,Frankendancer
DZKTNGR3r4Akj3G42ReZatKhkmgEXoZjk5Ed2tFwRyqm,"Dante 🐾",146963288776146,AgaveBam
capyS1jerxhFp1RehdWRG6kbWi8bnWF3fkEG2RGLsQf,"",145110363158902,Agave
1unarWPGGseFag2WfnoFv8o9P7vTPU8eHex9GinP3eY,"Luminal",145106534253594,JitoLabs
6k1YkmTKwPRUhChnxA9ryJmbtuQMbro4xFTL6mL9jycB,"Sign Labs 🤟",144939097210855,JitoLabs
F3tdN8SoakjEPb743VY18YyKJWYHo6rojV3nkas5YJh8,"Crypto Plant",144889889413413,Frankendancer
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,"Pine Stake",143985762343975,JitoLabs
5ghoFEVrsXeAPB6SUmBpZ2xq3KvHEjNMeSaBnxEBXkHV,"DarkTower",142803685928578,JitoLabs
6pEtDovpyd1zUMYPuNhMCPU37sUTEAtzzgoVVAh1G1JL,"Zemnoi 👾",142556868834087,AgaveBam
jagBNeXYncnn1hzwSq1JJ16XhWTgQ7DCFVqndSJZ6vT,"Jaguar",142148884525500,Rakurai
As9NxA9bCfhrVLAFyGeWG5X5iLYPGhU3R7nLfX3tN6am,"Elysium 🧊 0% fee",141918266636067,AgaveBam
5zm9g3zgAPWzX3wmUB2JtTkcwCqe74NWsTmt5wLFwCKK,"00Tokyo",141549693187838,AgaveBam
7MTjmteQHhthwwTZhUzsc2dP4NBvGNRqj8jzdqNxHFGE,"WEB34EVER",140700030152161,AgaveBam
forb5u56XgvzxiKfRt4FVNFQKJrd2LWAfNCsCqL6P7q,"Forbole",140637996558652,Rakurai
2N7v8pDKDYhtBUJBQUgxvysUjgM9s4ULPCmeEiPWTf6Z,"HAKUHODO KEY3",140287739085270,AgaveBam
8uPW9msN75rfaKiwy8y8NxEX5zSk2WejtVv5YhZr3jCo,"Lumos Maxima",140166203002927,AgaveBam
7HMHSdQkjDwz9Q5zAhEy83uzW3XHJchjdpMYapKXcKt5,"GERSIA",140016359927872,AgaveBam
8hAYbagNt7CMBooFfqVJhBgLqLffpjXTWJMk8yybjJsN,"0xNull",139962856759761,AgaveBam
HFTcVVrX93SJwYHAiiHAssb3c4zXqSsF4mNjg5arGPEj,"Alien 👽 0% +Mev rewards",139397114196012,AgaveBam
Hj2jzpAp57KyM3SmnYwJbDVrQ8tTWizMon2hhzYzwxet,"A Unicorn Julia",138198683465005,AgaveBam
5XKJwdKB2Hs7pkEXzifAysjSk6q7Rt6k5KfHwmAMPtoQ,"Moonlet",137935361795732,AgaveBam
Bs19Z9SokV1s46jutN9tqqaCgYf1GsVyyytVfkzwn9qK,"Empyrial Validator",136876417334659,JitoLabs
VicAQ3U2GjjAuF3tPCtEQZdZKnpAAxkr5Q3zjDKmdo7,"LightNode",136846592948109,AgaveBam
mrgn28BhocwdAUEenen3Sw2MR9cPKDpLkDvzDdR7DBD,"Project 0 Horizon",134976249033331,HarmonicAgave
9pBHfuE19q7PRbupJf8CZAMwv6RHjasdyMN9U9du7Nx2,"H2O Nodes 🔥💃",134913868045623,AgaveBam
kom1oNHyyt84XLGVfi5Jo1qkVkU5xG1sBxPG19rWknE,"Komorebi",134649610076557,Frankendancer
FACb6bbTDRBHCK999V8ox8jga5JBnt1r3vvzmAYAMv2o,"Lantern",134048215062588,JitoLabs
CLsFr1KZVbAyz16iFpwg2e4hiekR1unpwyxfNdjBMaoE,"Vault",133861764233135,AgaveBam
7Nu9ckgtjobZ3MkbadGFKEvRymYuah9HmcxiUJKMM9NB,"SoLyrae",133775955286540,Rakurai
4uH4G6YiD5G8rU3mtPg73C2Uqamrqedy3FboTZcZrh6x,"Windfall",133175171880036,AgaveBam
GWJyUxzcVwRRtpLuLiu1mpiUQsZ4onYFAYfCjQnuLmz5,"Pacific Meta",133075911708984,AgaveBam
HLXxkmjb47spcmbbKi3UCfZ2qmFY29t8MN562AEmh2Qh,"🧬 HelixNode 0% fee 🧬",132856063001647,Harmonic
5FbKKGdEaFcxGxxaLKVvBes2JxiKbreh8w2ZpMcSQ2a5,"Table Rock Jungle Lodge",132380398034695,JitoLabs
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,"LEVMA - 0% fee",131594070312420,AgaveBam
BLUEHGDihXD9CqqC5XFSQzDC3aS5jASohb2BAsXaJokR,"Bluestone 💙",130734757355930,AgaveBam
BSGMRbK97DcgLe4u4kfNQnmTVZGVnwdtKQBJqWRBTZxU,"Black Sea Gold",129768209195089,AgaveBam
sZAqxCSN5kkVfG2s65Bje4jzCkD2aLyk21qU95PMf2Y,"Dual Validator",129574211141516,AgaveBam
2uxEHizFmmnLekKG2LZJwxNabhpymEYfdVCpgDxjt87m,"🍀PADDY - 💰JITO-BAM",127072314440204,AgaveBam
FSyAsxcE7g8pSSEu5nx7Hkz44rMZiYio5Wz8Lszh3Nbi,"Honeybee 🐝 +Jito",126215273245434,AgaveBam
9ppJrpsbbuGNjiMhhD52Ueco4KXUzVfrtNQ6tAcDab4f,"johndoe",125559006071584,AgaveBam
